Estacao	Data	Hora	Precipitacao	TempMaxima	TempMinima	Insolacao	Evaporacao Piche	Temp Comp Media	Umidade Relativa Media	Velocidade do Vento Media
83565	09/02/1994	1200	0	sv	21.8	sv	sv	sv	sv	sv
83565	10/02/1994	0	sv	33	sv	7.7	5.5	27.04	70.75	0.333333
83565	10/02/1994	1200	0	sv	22	sv	sv	sv	sv	sv
83565	11/02/1994	0	sv	34.2	sv	9.9	4.5	27.96	69	0.666667
83565	11/02/1994	1200	0	sv	24.2	sv	sv	sv	sv	sv
83565	12/02/1994	0	sv	33.2	sv	5.2	4.9	25.52	78	0.666667
83565	12/02/1994	1200	0	sv	22.6	sv	sv	sv	sv	sv
83565	13/02/1994	0	sv	34.2	sv	6.1	3.3	25.24	80.25	2
83565	13/02/1994	1200	0	sv	22	sv	sv	sv	sv	sv
83565	14/02/1994	0	sv	33.2	sv	9.6	2.8	25.88	77.25	1.333.333
83565	14/02/1994	1200	28.2	sv	21.6	sv	sv	sv	sv	sv
83565	15/02/1994	0	sv	33.6	sv	10.9	3.5	26.92	66.5	1.333.333
83565	15/02/1994	1200	1	sv	21.8	sv	sv	sv	sv	sv
83565	16/02/1994	0	sv	34.2	sv	9.1	5.6	26.92	69.25	0.666667
83565	16/02/1994	1200	0	sv	22.8	sv	sv	sv	sv	sv
83565	17/02/1994	0	sv	34.6	sv	9	4.4	25.36	76.75	1
83565	17/02/1994	1200	0	sv	21	sv	sv	sv	sv	sv
83565	18/02/1994	0	sv	33.6	sv	11.2	3.9	27.48	72	0.666667
83565	18/02/1994	1200	16	sv	21.2	sv	sv	sv	sv	sv
83565	19/02/1994	0	sv	33.2	sv	6.5	4.2	27.32	77	1.333.333
83565	19/02/1994	1200	0	sv	24.2	sv	sv	sv	sv	sv
83565	20/02/1994	0	sv	33.8	sv	11.2	3.8	26.4	65.5	0.666667
83565	20/02/1994	1200	0	sv	21.8	sv	sv	sv	sv	sv
83565	21/02/1994	0	sv	33.6	sv	9.6	5.2	27.28	67.5	0.333333
83565	21/02/1994	1200	0.6	sv	22.6	sv	sv	sv	sv	sv
83565	22/02/1994	0	sv	33.2	sv	5.9	5.1	26.24	70.25	0.666667
83565	22/02/1994	1200	0	sv	22	sv	sv	sv	sv	sv
83565	23/02/1994	0	sv	32	sv	6.3	4	26.6	72.5	1.333.333
83565	23/02/1994	1200	0.4	sv	22	sv	sv	sv	sv	sv
83565	24/02/1994	0	sv	30.8	sv	3.2	3.5	25.16	82.5	1
83565	24/02/1994	1200	23.6	sv	21.4	sv	sv	sv	sv	sv
83565	25/02/1994	0	sv	32.4	sv	5.3	2.8	26	79	1
83565	25/02/1994	1200	0	sv	23	sv	sv	sv	sv	sv
83565	26/02/1994	0	sv	32	sv	8.8	2.7	25.24	84.25	2.666.667
83565	26/02/1994	1200	1.8	sv	21	sv	sv	sv	sv	sv
83565	27/02/1994	0	sv	32.8	sv	10.3	3.4	25.76	77	1.333.333
83565	27/02/1994	1200	0.6	sv	22.4	sv	sv	sv	sv	sv
83565	28/02/1994	0	sv	34	sv	8.8	4.1	25.88	80.25	1.333.333
83565	28/02/1994	1200	4.2	sv	23	sv	sv	sv	sv	sv
83565	01/03/1994	0	sv	31.2	sv	3.9	4.6	25.4	86.75	1
83565	01/03/1994	1200	13.2	sv	23.6	sv	sv	sv	sv	sv
83565	02/03/1994	0	sv	27.2	sv	0.1	2.4	24.32	93.25	0
83565	02/03/1994	1200	7.2	sv	23.2	sv	sv	sv	sv	sv
83565	03/03/1994	0	sv	29.8	sv	6	0.9	25.4	75.25	2.333.333
83565	03/03/1994	1200	19.8	sv	22	sv	sv	sv	sv	sv
83565	04/03/1994	0	sv	29.4	sv	6.4	4.1	23.88	81.75	1.666.667
83565	04/03/1994	1200	9.8	sv	20.6	sv	sv	sv	sv	sv
83565	05/03/1994	0	sv	27.2	sv	0.3	2.7	22.56	91.5	1
83565	05/03/1994	1200	0	sv	21	sv	sv	sv	sv	sv
83565	06/03/1994	0	sv	29.4	sv	10.1	1.6	23.64	77.75	0.666667
83565	06/03/1994	1200	23.2	sv	20.8	sv	sv	sv	sv	sv
83565	07/03/1994	0	sv	27.2	sv	7.5	3.2	22.56	74.5	0.666667
83565	07/03/1994	1200	12.8	sv	18.8	sv	sv	sv	sv	sv
83565	08/03/1994	0	sv	29.4	sv	6.1	3.3	24.08	73.75	0.333333
83565	08/03/1994	1200	0	sv	20	sv	sv	sv	sv	sv
83565	09/03/1994	0	sv	32	sv	8.3	2.9	24.6	83.5	0.333333
83565	09/03/1994	1200	0	sv	21	sv	sv	sv	sv	sv
83565	10/03/1994	0	sv	31.8	sv	6	3	24.96	87.75	1
83565	10/03/1994	1200	31.2	sv	22.6	sv	sv	sv	sv	sv
83565	11/03/1994	0	sv	32.4	sv	8.2	2.7	26.16	77.5	0.666667
83565	11/03/1994	1200	60.8	sv	22.2	sv	sv	sv	sv	sv
83565	12/03/1994	0	sv	33	sv	7.5	3.2	26.72	73.25	0.666667
83565	12/03/1994	1200	0	sv	22.2	sv	sv	sv	sv	sv
83565	13/03/1994	0	sv	32.8	sv	10.1	2.6	27.16	71.75	0.666667
83565	13/03/1994	1200	0	sv	22.6	sv	sv	sv	sv	sv
83565	14/03/1994	0	sv	34.4	sv	9.7	3.6	27.16	65.25	0
83565	14/03/1994	1200	0	sv	22.6	sv	sv	sv	sv	sv
83565	15/03/1994	0	sv	34.8	sv	10.5	4.3	27.56	61.5	0.333333
83565	15/03/1994	1200	0	sv	22.2	sv	sv	sv	sv	sv
83565	16/03/1994	0	sv	34.6	sv	10.3	5.2	28	59.75	0
83565	16/03/1994	1200	0	sv	22.6	sv	sv	sv	sv	sv
83565	17/03/1994	0	sv	34.8	sv	8.6	9.9	26.84	67.75	1
83565	17/03/1994	1200	0	sv	22.4	sv	sv	sv	sv	sv
83565	18/03/1994	0	sv	33.6	sv	8	4.9	27.12	68	1
83565	18/03/1994	1200	0	sv	22.2	sv	sv	sv	sv	sv
83565	19/03/1994	0	sv	33.6	sv	5.8	4.1	26	80	0
83565	19/03/1994	1200	0	sv	23.2	sv	sv	sv	sv	sv
83565	20/03/1994	0	sv	29.8	sv	4.4	3.1	23.44	89.75	1.333.333
83565	20/03/1994	1200	38.6	sv	21.4	sv	sv	sv	sv	sv
83565	21/03/1994	0	sv	32.4	sv	9.6	2.2	24.68	76.25	0.666667
83565	21/03/1994	1200	9.6	sv	20.2	sv	sv	sv	sv	sv
83565	22/03/1994	0	sv	31.4	sv	9.5	3.7	25.6	71	0.666667
83565	22/03/1994	1200	0	sv	21.4	sv	sv	sv	sv	sv
83565	23/03/1994	0	sv	30.4	sv	4.1	3.3	24.24	91.25	0.666667
83565	23/03/1994	1200	0	sv	21.8	sv	sv	sv	sv	sv
83565	24/03/1994	0	sv	30.6	sv	3.8	1.7	24.24	85	1
83565	24/03/1994	1200	6.6	sv	21.6	sv	sv	sv	sv	sv
83565	25/03/1994	0	sv	30.4	sv	5.1	1.5	24.08	85.5	1
83565	25/03/1994	1200	10.2	sv	21.2	sv	sv	sv	sv	sv
83565	26/03/1994	0	sv	29.8	sv	5.2	2.5	24.4	82.25	1
83565	26/03/1994	1200	2.2	sv	21	sv	sv	sv	sv	sv
83565	27/03/1994	0	sv	29.4	sv	3	2.1	25	79.5	0.333333
83565	27/03/1994	1200	0	sv	21.2	sv	sv	sv	sv	sv
83565	28/03/1994	0	sv	31	sv	9.2	3	25.4	75.75	0.666667
83565	28/03/1994	1200	0	sv	21	sv	sv	sv	sv	sv
83565	29/03/1994	0	sv	33.6	sv	10	3.5	26.16	71.75	1
83565	29/03/1994	1200	0	sv	22	sv	sv	sv	sv	sv
83565	30/03/1994	0	sv	33.2	sv	9.9	4.1	27.2	65.25	0.333333
83565	30/03/1994	1200	0	sv	21.2	sv	sv	sv	sv	sv
83565	31/03/1994	0	sv	30.6	sv	2.6	4.2	24.28	84.75	1
83565	31/03/1994	1200	1.8	sv	21.2	sv	sv	sv	sv	sv
83565	01/04/1994	0	sv	30.4	sv	6.4	2	25.08	83.25	0.666667
83565	01/04/1994	1200	1.4	sv	22.2	sv	sv	sv	sv	sv
83565	02/04/1994	0	sv	30.6	sv	5.6	1.3	25.16	74.25	1
83565	02/04/1994	1200	2.8	sv	22	sv	sv	sv	sv	sv
83565	03/04/1994	0	sv	30.6	sv	10.2	3.3	24.88	73	0.666667
83565	03/04/1994	1200	0	sv	20	sv	sv	sv	sv	sv
83565	04/04/1994	0	sv	33.2	sv	10.2	3.1	26.68	66.75	1
83565	04/04/1994	1200	0	sv	22	sv	sv	sv	sv	sv
83565	05/04/1994	0	sv	32.6	sv	10.4	4.8	26.72	68.5	0.666667
83565	05/04/1994	1200	0	sv	22	sv	sv	sv	sv	sv
83565	06/04/1994	0	sv	32.8	sv	7.7	5.3	24.64	80.5	1.666.667
83565	06/04/1994	1200	0	sv	22.2	sv	sv	sv	sv	sv
83565	07/04/1994	0	sv	22.8	sv	0.4	3.6	19.6	84.25	1.333.333
83565	07/04/1994	1200	3.4	sv	18.2	sv	sv	sv	sv	sv
83565	08/04/1994	0	sv	25.4	sv	10.2	1.6	18.6	66.5	0.666667
83565	08/04/1994	1200	0	sv	12.6	sv	sv	sv	sv	sv
83565	09/04/1994	0	sv	29.2	sv	10	3.3	21.2	67.75	0.333333
83565	09/04/1994	1200	0	sv	15	sv	sv	sv	sv	sv
83565	10/04/1994	0	sv	32.2	sv	10.3	3.7	23.16	64.5	0.333333
83565	10/04/1994	1200	0	sv	16	sv	sv	sv	sv	sv
83565	11/04/1994	0	sv	32.6	sv	9.8	4.6	25.24	60.5	0.333333
83565	11/04/1994	1200	0	sv	19.6	sv	sv	sv	sv	sv
83565	12/04/1994	0	sv	32.8	sv	10.4	4.5	26.12	62.75	0.666667
83565	12/04/1994	1200	0	sv	20.2	sv	sv	sv	sv	sv
83565	13/04/1994	0	sv	33.2	sv	8.4	5.1	26.24	66.5	0.333333
83565	13/04/1994	1200	0	sv	20.6	sv	sv	sv	sv	sv
83565	14/04/1994	0	sv	31.8	sv	4.2	4	24.6	74	0.666667
83565	14/04/1994	1200	0	sv	20.4	sv	sv	sv	sv	sv
83565	15/04/1994	0	sv	32	sv	8.4	3.4	25.28	68.5	0
83565	15/04/1994	1200	0	sv	21	sv	sv	sv	sv	sv
83565	16/04/1994	0	sv	31.6	sv	10.3	4.2	25.36	64.5	0.666667
83565	16/04/1994	1200	0	sv	21.2	sv	sv	sv	sv	sv
83565	17/04/1994	0	sv	33.8	sv	10.2	4.6	26.04	67	0.666667
83565	17/04/1994	1200	0	sv	21.6	sv	sv	sv	sv	sv
83565	18/04/1994	0	sv	31.8	sv	2.3	5.5	24.44	81	1
83565	18/04/1994	1200	0	sv	21.4	sv	sv	sv	sv	sv
83565	19/04/1994	0	sv	29.8	sv	3.7	1.7	24.96	80.25	1
83565	19/04/1994	1200	17.4	sv	21	sv	sv	sv	sv	sv
83565	20/04/1994	0	sv	32.2	sv	9.4	2.4	25.8	75	0.333333
83565	20/04/1994	1200	1.6	sv	21.2	sv	sv	sv	sv	sv
83565	21/04/1994	0	sv	33	sv	8.2	3.7	26.76	69.25	1.333.333
83565	21/04/1994	1200	0	sv	23.6	sv	sv	sv	sv	sv
83565	22/04/1994	0	sv	30.8	sv	1.8	4.4	25.64	83.25	0.666667
83565	22/04/1994	1200	5.8	sv	22	sv	sv	sv	sv	sv
83565	23/04/1994	0	sv	31.2	sv	6.7	2.1	25.52	75	0.666667
83565	23/04/1994	1200	0	sv	22	sv	sv	sv	sv	sv
83565	24/04/1994	0	sv	32.2	sv	9.3	2.9	26.58	72.5	0.666667
83565	24/04/1994	1200	0	sv	24.4	sv	sv	sv	sv	sv
83565	25/04/1994	0	sv	32	sv	6.6	4.2	25.78	68	0.666667
83565	25/04/1994	1200	0	sv	22.9	sv	sv	sv	sv	sv
83565	26/04/1994	0	sv	33.4	sv	9.8	4.9	26.56	67.5	1
83565	26/04/1994	1200	0	sv	21.2	sv	sv	sv	sv	sv
83565	27/04/1994	0	sv	33	sv	9.7	4.4	26.76	66.25	0.666667
83565	27/04/1994	1200	0	sv	21.4	sv	sv	sv	sv	sv
83565	28/04/1994	0	sv	33.2	sv	8.7	5.2	26.08	69.25	0.333333
83565	28/04/1994	1200	0	sv	21.6	sv	sv	sv	sv	sv
83565	29/04/1994	0	sv	32.6	sv	9.6	4.7	25.6	73.75	0.666667
83565	29/04/1994	1200	0	sv	21.6	sv	sv	sv	sv	sv
83565	30/04/1994	0	sv	31	sv	9.6	3.8	24.52	65.5	0.666667
83565	30/04/1994	1200	2.8	sv	19.6	sv	sv	sv	sv	sv
83565	01/05/1994	0	sv	30.8	sv	9.7	4.9	25.16	66.25	1
83565	01/05/1994	1200	0	sv	20.2	sv	sv	sv	sv	sv
83565	02/05/1994	0	sv	30.8	sv	9.8	5	24.52	61.5	0.666667
83565	02/05/1994	1200	0	sv	19.8	sv	sv	sv	sv	sv
83565	03/05/1994	0	sv	31.6	sv	9.7	5.8	23.84	61.75	0.666667
83565	03/05/1994	1200	0	sv	17.2	sv	sv	sv	sv	sv
83565	04/05/1994	0	sv	33.4	sv	9	5.4	25.76	58.75	0.666667
83565	04/05/1994	1200	0	sv	18.8	sv	sv	sv	sv	sv
83565	05/05/1994	0	sv	32.2	sv	9.8	5	24.84	60.75	0.333333
83565	05/05/1994	1200	0	sv	19	sv	sv	sv	sv	sv
83565	06/05/1994	0	sv	sv	sv	9.5	5	24.6	67	0.666667
83565	06/05/1994	1200	0	sv	18.6	sv	sv	sv	sv	sv
83565	07/05/1994	0	sv	32.8	sv	9.7	5.6	25.68	57.75	0.666667
83565	07/05/1994	1200	0	sv	21.2	sv	sv	sv	sv	sv
83565	08/05/1994	0	sv	33.2	sv	9.7	6.5	25.48	46.5	0.333333
83565	08/05/1994	1200	0	sv	18.4	sv	sv	sv	sv	sv
83565	09/05/1994	0	sv	33.2	sv	9.7	6.9	25.6	54	0.666667
83565	09/05/1994	1200	0	sv	19	sv	sv	sv	sv	sv
83565	10/05/1994	0	sv	33.6	sv	9.5	6.4	25.84	51	0.666667
83565	10/05/1994	1200	0	sv	18.8	sv	sv	sv	sv	sv
83565	11/05/1994	0	sv	33.6	sv	9.4	7.2	25.92	54	0.666667
83565	11/05/1994	1200	0	sv	20.6	sv	sv	sv	sv	sv
83565	12/05/1994	0	sv	28.2	sv	2.6	7.2	22.84	80.5	1
83565	12/05/1994	1200	0	sv	21	sv	sv	sv	sv	sv
83565	13/05/1994	0	sv	21.6	sv	0	2.7	19.44	90	0
83565	13/05/1994	1200	2.6	sv	18.8	sv	sv	sv	sv	sv
83565	14/05/1994	0	sv	23.2	sv	1.1	0.5	18.92	82.75	0
83565	14/05/1994	1200	1.4	sv	17.6	sv	sv	sv	sv	sv
83565	15/05/1994	0	sv	25	sv	9.1	1	17.96	66	0
83565	15/05/1994	1200	0	sv	13.6	sv	sv	sv	sv	sv
83565	16/05/1994	0	sv	27.6	sv	9	3.8	18.12	60.25	0.666667
83565	16/05/1994	1200	0	sv	10.6	sv	sv	sv	sv	sv
83565	17/05/1994	0	sv	30.2	sv	8.9	4.5	20.24	57.5	0.333333
83565	17/05/1994	1200	0	sv	11.6	sv	sv	sv	sv	sv
83565	18/05/1994	0	sv	31.6	sv	9.4	5.5	21.64	54	0.333333
83565	18/05/1994	1200	0	sv	13.8	sv	sv	sv	sv	sv
83565	19/05/1994	0	sv	32.2	sv	9.2	5.9	22.52	67.25	0.666667
83565	19/05/1994	1200	0	sv	15.6	sv	sv	sv	sv	sv
83565	20/05/1994	0	sv	23	sv	0.8	5.3	20	88	1.666.667
83565	20/05/1994	1200	4	sv	19	sv	sv	sv	sv	sv
83565	21/05/1994	0	sv	31.2	sv	7.6	1.3	22.52	72.25	0.333333
83565	21/05/1994	1200	0.8	sv	16.2	sv	sv	sv	sv	sv
83565	22/05/1994	0	sv	23.4	sv	0.2	3.7	20.76	92.5	0
83565	22/05/1994	1200	0	sv	18.6	sv	sv	sv	sv	sv
83565	23/05/1994	0	sv	32.2	sv	8.6	0.4	24.08	71.25	0.666667
83565	23/05/1994	1200	8	sv	17.6	sv	sv	sv	sv	sv
83565	24/05/1994	0	sv	32.8	sv	8.9	3.8	24.4	70.5	1.333.333
83565	24/05/1994	1200	0	sv	19.6	sv	sv	sv	sv	sv
83565	25/05/1994	0	sv	28.4	sv	8.8	4.4	24.2	68.5	0.666667
83565	25/05/1994	1200	0	sv	18.8	sv	sv	sv	sv	sv
83565	26/05/1994	0	sv	33.2	sv	6.7	4.2	25.36	68.5	0.333333
83565	26/05/1994	1200	0	sv	20	sv	sv	sv	sv	sv
83565	27/05/1994	0	sv	27.2	sv	1.2	3.8	22.2	80.5	1
83565	27/05/1994	1200	0	sv	19.6	sv	sv	sv	sv	sv
83565	28/05/1994	0	sv	30	sv	7.6	2.3	22.8	72.75	0.333333
83565	28/05/1994	1200	0	sv	17.6	sv	sv	sv	sv	sv
83565	29/05/1994	0	sv	30.6	sv	6.2	3.6	23.24	73.75	0.666667
83565	29/05/1994	1200	1.8	sv	19	sv	sv	sv	sv	sv
83565	30/05/1994	0	sv	31	sv	8	3	23.88	66	1.333.333
83565	30/05/1994	1200	0	sv	19	sv	sv	sv	sv	sv
83565	31/05/1994	0	sv	31.8	sv	8.8	4.5	24.4	57.25	2
83565	31/05/1994	1200	0	sv	19	sv	sv	sv	sv	sv
83565	01/06/1994	0	sv	30.6	sv	7.2	8.1	24.6	62.25	0.666667
83565	01/06/1994	1200	0	sv	20	sv	sv	sv	sv	sv
83565	02/06/1994	0	sv	31.4	sv	8.8	3.6	24.72	60.25	0.333333
83565	02/06/1994	1200	0	sv	19.2	sv	sv	sv	sv	sv
83565	03/06/1994	0	sv	32.6	sv	8.9	5.2	24.8	57	0
83565	03/06/1994	1200	0	sv	18.4	sv	sv	sv	sv	sv
83565	04/06/1994	0	sv	33	sv	8.8	5.4	24.36	55.5	0.333333
83565	04/06/1994	1200	0	sv	18.2	sv	sv	sv	sv	sv
83565	05/06/1994	0	sv	31.8	sv	8.7	6	23.96	61.5	0.666667
83565	05/06/1994	1200	0	sv	18.4	sv	sv	sv	sv	sv
83565	06/06/1994	0	sv	32.8	sv	7.5	4.9	24.76	55.25	1
83565	06/06/1994	1200	0	sv	19.6	sv	sv	sv	sv	sv
83565	07/06/1994	0	sv	32.8	sv	7.7	5.7	24.16	52.75	0.666667
83565	07/06/1994	1200	0	sv	19.2	sv	sv	sv	sv	sv
83565	08/06/1994	0	sv	30	sv	7.9	6.5	21.44	68.5	0.666667
83565	08/06/1994	1200	0	sv	16.8	sv	sv	sv	sv	sv
83565	09/06/1994	0	sv	26.6	sv	5.6	4	19.64	73.75	0.666667
83565	09/06/1994	1200	0	sv	15.6	sv	sv	sv	sv	sv
83565	10/06/1994	0	sv	27.8	sv	8.2	3.1	19.8	64.75	0.333333
83565	10/06/1994	1200	0	sv	13.8	sv	sv	sv	sv	sv
83565	11/06/1994	0	sv	29.6	sv	8.1	3.9	21.44	62.5	0.333333
83565	11/06/1994	1200	0	sv	15	sv	sv	sv	sv	sv
83565	12/06/1994	0	sv	28	sv	8.5	4.2	20.92	51.5	1.666.667
83565	12/06/1994	1200	0	sv	15.8	sv	sv	sv	sv	sv
83565	13/06/1994	0	sv	28.8	sv	7.9	6	20.04	54	0.333333
83565	13/06/1994	1200	0	sv	12.6	sv	sv	sv	sv	sv
83565	14/06/1994	0	sv	30.6	sv	7.3	5	21.44	50.5	0.333333
83565	14/06/1994	1200	0	sv	15.4	sv	sv	sv	sv	sv
83565	15/06/1994	0	sv	32.4	sv	8.6	5.8	22.68	52	0.333333
83565	15/06/1994	1200	0	sv	16	sv	sv	sv	sv	sv
83565	16/06/1994	0	sv	32	sv	8.5	5.5	23.04	54.75	0.333333
83565	16/06/1994	1200	0	sv	16.6	sv	sv	sv	sv	sv
83565	17/06/1994	0	sv	33.2	sv	8.5	6.1	24.72	47.5	0.333333
83565	17/06/1994	1200	0	sv	17	sv	sv	sv	sv	sv
83565	18/06/1994	0	sv	33.2	sv	8.5	7.6	24.68	46.75	1.333.333
83565	18/06/1994	1200	0	sv	18.2	sv	sv	sv	sv	sv
83565	19/06/1994	0	sv	32.6	sv	8.5	8.4	24.16	43.75	1
83565	19/06/1994	1200	0	sv	17.8	sv	sv	sv	sv	sv
83565	20/06/1994	0	sv	33.6	sv	8.5	8.6	24.88	38.75	1.333.333
83565	20/06/1994	1200	0	sv	17	sv	sv	sv	sv	sv
83565	21/06/1994	0	sv	27.2	sv	2	9	19.48	76	2
83565	21/06/1994	1200	0	sv	16.8	sv	sv	sv	sv	sv
83565	22/06/1994	0	sv	24.2	sv	0.2	1.5	19.88	88.25	0
83565	22/06/1994	1200	10	sv	16.6	sv	sv	sv	sv	sv
83565	23/06/1994	0	sv	27.8	sv	sv	1	21.4	77.25	0.333333
83565	23/06/1994	1200	0	sv	18.2	sv	sv	sv	sv	sv
83565	24/06/1994	0	sv	31.2	sv	8.6	3.5	24.08	56.75	1.333.333
83565	24/06/1994	1200	0	sv	18	sv	sv	sv	sv	sv
83565	25/06/1994	0	sv	25.4	sv	5	6.5	12.68	70.25	3
83565	25/06/1994	1200	7.4	sv	8.6	sv	sv	sv	sv	sv
83565	26/06/1994	0	sv	15.6	sv	8.2	2.4	9.6	52	0.333333
83565	26/06/1994	1200	0	sv	4.8	sv	sv	sv	sv	sv
83565	27/06/1994	0	sv	21.8	sv	8.8	3.3	12.52	43.75	0.333333
83565	27/06/1994	1200	0	sv	4.2	sv	sv	sv	sv	sv
83565	28/06/1994	0	sv	25.4	sv	8.7	4.7	15.16	43.5	0.666667
83565	28/06/1994	1200	0	sv	6.4	sv	sv	sv	sv	sv
83565	29/06/1994	0	sv	29	sv	8.6	5.3	18.64	58	0.333333
83565	29/06/1994	1200	0	sv	8.8	sv	sv	sv	sv	sv
83565	30/06/1994	0	sv	30.2	sv	8.4	6.3	22.08	61.5	1.666.667
83565	30/06/1994	1200	0	sv	13.4	sv	sv	sv	sv	sv
83565	01/07/1994	0	sv	31.4	sv	8.8	7.5	23.56	56.75	1
83565	01/07/1994	1200	0	sv	17.4	sv	sv	sv	sv	sv
83565	02/07/1994	0	sv	31.4	sv	7.8	6.4	23.48	53.75	0.666667
83565	02/07/1994	1200	0	sv	17.6	sv	sv	sv	sv	sv
83565	03/07/1994	0	sv	29.2	sv	5.3	6.3	21.84	66.25	0.666667
83565	03/07/1994	1200	0	sv	15.2	sv	sv	sv	sv	sv
83565	04/07/1994	0	sv	29.6	sv	8.4	4.7	21.68	59.75	0.666667
83565	04/07/1994	1200	0	sv	16.2	sv	sv	sv	sv	sv
83565	05/07/1994	0	sv	28.2	sv	8.6	6.2	20.48	61.25	0.333333
83565	05/07/1994	1200	0	sv	14.8	sv	sv	sv	sv	sv
83565	06/07/1994	0	sv	30.8	sv	8.7	5	22.64	49.75	1.666.667
83565	06/07/1994	1200	0	sv	14.6	sv	sv	sv	sv	sv
83565	07/07/1994	0	sv	31.8	sv	5.9	7.8	22.72	60.25	0.666667
83565	07/07/1994	1200	0	sv	16.2	sv	sv	sv	sv	sv
83565	08/07/1994	0	sv	22.4	sv	0	5	15.56	85.25	1.333.333
83565	08/07/1994	1200	0	sv	12.8	sv	sv	sv	sv	sv
83565	09/07/1994	0	sv	16.8	sv	7.6	2.1	9.76	42.25	3
83565	09/07/1994	1200	3.6	sv	7	sv	sv	sv	sv	sv
83565	10/07/1994	0	sv	19	sv	9	3.7	10.48	55.25	0.333333
83565	10/07/1994	1200	0	sv	3.2	sv	sv	sv	sv	sv
83565	11/07/1994	0	sv	22.6	sv	8.4	4.3	14.16	60.25	0.666667
83565	11/07/1994	1200	0	sv	6.6	sv	sv	sv	sv	sv
83565	12/07/1994	0	sv	26.8	sv	8.9	3.5	18	57.25	0.666667
83565	12/07/1994	1200	0	sv	9.6	sv	sv	sv	sv	sv
83565	13/07/1994	0	sv	28.8	sv	8.9	5.5	19.84	55.5	0.333333
83565	13/07/1994	1200	0	sv	13.6	sv	sv	sv	sv	sv
83565	14/07/1994	0	sv	29.8	sv	8.9	6.9	20.4	52.25	0.333333
83565	14/07/1994	1200	0	sv	13.2	sv	sv	sv	sv	sv
83565	15/07/1994	0	sv	29.4	sv	9	7.1	20.4	53	0.666667
83565	15/07/1994	1200	0	sv	12.8	sv	sv	sv	sv	sv
83565	16/07/1994	0	sv	31.4	sv	9.1	6.6	22.48	42.25	0.666667
83565	16/07/1994	1200	0	sv	13.6	sv	sv	sv	sv	sv
83565	17/07/1994	0	sv	32.6	sv	9.1	9	23	46.75	0.666667
83565	17/07/1994	1200	0	sv	14.8	sv	sv	sv	sv	sv
83565	18/07/1994	0	sv	32.8	sv	9.2	7.5	23.6	43	1.333.333
83565	18/07/1994	1200	0	sv	15.6	sv	sv	sv	sv	sv
83565	19/07/1994	0	sv	33.2	sv	9.2	8.2	23.76	43.25	1
83565	19/07/1994	1200	0	sv	15.6	sv	sv	sv	sv	sv
83565	20/07/1994	0	sv	33	sv	9.3	9.8	24.6	35.25	1.666.667
83565	20/07/1994	1200	0	sv	16.8	sv	sv	sv	sv	sv
83565	21/07/1994	0	sv	34.2	sv	9	8.6	25	35.25	1.333.333
83565	21/07/1994	1200	sv	sv	17	sv	sv	sv	sv	sv
83565	22/07/1994	0	sv	32.2	sv	5.1	10.9	22.8	69.5	1.666.667
83565	22/07/1994	1200	0	sv	18.4	sv	sv	sv	sv	sv
83565	23/07/1994	0	sv	21	sv	0	3.9	15.4	85.5	1
83565	23/07/1994	1200	16.8	sv	13.6	sv	sv	sv	sv	sv
83565	24/07/1994	0	sv	24	sv	4.6	0.2	16.36	80	0.333333
83565	24/07/1994	1200	0	sv	9.4	sv	sv	sv	sv	sv
83565	25/07/1994	0	sv	31.4	sv	9.3	2.8	21.44	63.25	0.333333
83565	25/07/1994	1200	0	sv	11.2	sv	sv	sv	sv	sv
83565	26/07/1994	0	sv	32.6	sv	9.4	5	24.32	47.25	1.333.333
83565	26/07/1994	1200	0	sv	16.8	sv	sv	sv	sv	sv
83565	27/07/1994	0	sv	31.8	sv	9.4	11.1	24	46.5	1
83565	27/07/1994	1200	0	sv	17.8	sv	sv	sv	sv	sv
83565	28/07/1994	0	sv	33.4	sv	9.4	10	25.44	43.25	1.666.667
83565	28/07/1994	1200	0	sv	19.2	sv	sv	sv	sv	sv
83565	29/07/1994	0	sv	33	sv	9.5	10.5	24.6	46	0.666667
83565	29/07/1994	1200	0	sv	18.6	sv	sv	sv	sv	sv
83565	30/07/1994	0	sv	32.4	sv	9.5	8.3	23.64	47	1
83565	30/07/1994	1200	0	sv	16.2	sv	sv	sv	sv	sv
83565	31/07/1994	0	sv	32.8	sv	9.5	8.4	23.52	47	0.666667
83565	31/07/1994	1200	0	sv	16	sv	sv	sv	sv	sv
83565	01/08/1994	0	sv	33.2	sv	9.5	8.4	23.68	44.25	1
83565	01/08/1994	1200	0	sv	15.6	sv	sv	sv	sv	sv
83565	02/08/1994	0	sv	33	sv	9.3	10.1	24.44	34.25	1.333.333
83565	02/08/1994	1200	0	sv	17.4	sv	sv	sv	sv	sv
83565	03/08/1994	0	sv	26.2	sv	2.4	8.6	18.5	49.25	1
83565	03/08/1994	1200	0	sv	16.3	sv	sv	sv	sv	sv
83565	04/08/1994	0	sv	24.8	sv	9.7	4.9	16.04	38.5	1
83565	04/08/1994	1200	0	sv	9	sv	sv	sv	sv	sv
83565	05/08/1994	0	sv	26.2	sv	sv	6.4	17.04	45.75	0.666667
83565	05/08/1994	1200	0	sv	9.2	sv	sv	sv	sv	sv
83565	06/08/1994	0	sv	30.4	sv	9.6	5.6	19.28	51	0.666667
83565	06/08/1994	1200	0	sv	10.8	sv	sv	sv	sv	sv
