Estacao	Data	Hora	Precipitacao	TempMaxima	TempMinima	Insolacao	Evaporacao Piche	Temp Comp Media	Umidade Relativa Media	Velocidade do Vento Media
83565	13/11/1980	1200	0	sv	19	sv	sv	sv	sv	sv
83565	14/11/1980	0	sv	32.4	sv	11.9	7	25.4	55.5	1.333.333
83565	14/11/1980	1200	0	sv	19.2	sv	sv	sv	sv	sv
83565	15/11/1980	0	sv	34.4	sv	12	6.6	25.52	52.5	1
83565	15/11/1980	1200	0	sv	18.6	sv	sv	sv	sv	sv
83565	16/11/1980	0	sv	35.8	sv	12	7.4	26.96	49	0.666667
83565	16/11/1980	1200	0	sv	18.6	sv	sv	sv	sv	sv
83565	17/11/1980	0	sv	35.8	sv	11.1	8	27.16	52.75	2.333.333
83565	17/11/1980	1200	0	sv	20	sv	sv	sv	sv	sv
83565	18/11/1980	0	sv	34.8	sv	6.7	7.8	27.08	59.25	0.666667
83565	18/11/1980	1200	0	sv	20.6	sv	sv	sv	sv	sv
83565	19/11/1980	0	sv	27.8	sv	1	5.5	sv	90.25	1
83565	19/11/1980	1200	30	sv	20	sv	sv	sv	sv	sv
83565	20/11/1980	0	sv	33.8	sv	8.4	1.3	25.56	74	1.333.333
83565	20/11/1980	1200	9.8	sv	20.8	sv	sv	sv	sv	sv
83565	21/11/1980	0	sv	33	sv	8.2	4.2	26.76	69.25	0.333333
83565	21/11/1980	1200	0.8	sv	21	sv	sv	sv	sv	sv
83565	22/11/1980	0	sv	33.4	sv	6.7	3.9	26.28	74	0
83565	22/11/1980	1200	0	sv	22	sv	sv	sv	sv	sv
83565	23/11/1980	0	sv	30.4	sv	2	2.9	sv	85.5	0.666667
83565	23/11/1980	1200	1.5	sv	21.4	sv	sv	sv	sv	sv
83565	24/11/1980	0	sv	32.6	sv	10.4	2.4	26.52	73.25	1.333.333
83565	24/11/1980	1200	2	sv	21.2	sv	sv	sv	sv	sv
83565	25/11/1980	0	sv	32.6	sv	10	3.4	27.32	72.75	0.333333
83565	25/11/1980	1200	11.4	sv	21.8	sv	sv	sv	sv	sv
83565	26/11/1980	0	sv	32.6	sv	11.3	4.9	27.48	69.5	1
83565	26/11/1980	1200	0	sv	22.6	sv	sv	sv	sv	sv
83565	27/11/1980	0	sv	33.2	sv	10.4	4.8	27.72	63.75	1
83565	27/11/1980	1200	0	sv	22.2	sv	sv	sv	sv	sv
83565	28/11/1980	0	sv	34	sv	7.7	5.5	28.16	62.5	2
83565	28/11/1980	1200	0	sv	22.6	sv	sv	sv	sv	sv
83565	29/11/1980	0	sv	31.8	sv	6.1	6.3	24.92	79	1.666.667
83565	29/11/1980	1200	0	sv	21	sv	sv	sv	sv	sv
83565	30/11/1980	0	sv	29.4	sv	2.4	2.2	23.8	89.25	2.666.667
83565	30/11/1980	1200	69.6	sv	20	sv	sv	sv	sv	sv
83565	01/12/1980	0	sv	28.2	sv	0.3	1.2	23.44	93	0.666667
83565	01/12/1980	1200	2.8	sv	20.6	sv	sv	sv	sv	sv
83565	02/12/1980	0	sv	28.8	sv	1.1	1.3	23.88	84.25	1
83565	02/12/1980	1200	20.8	sv	21	sv	sv	sv	sv	sv
83565	03/12/1980	0	sv	31.4	sv	7.8	1.9	24.64	70	1.333.333
83565	03/12/1980	1200	0.4	sv	19.4	sv	sv	sv	sv	sv
83565	04/12/1980	0	sv	32.2	sv	11.5	5.4	25.76	62	1.333.333
83565	04/12/1980	1200	0	sv	19.8	sv	sv	sv	sv	sv
83565	05/12/1980	0	sv	32.8	sv	7.7	6.2	26.32	68.25	0.666667
83565	05/12/1980	1200	1	sv	20.8	sv	sv	sv	sv	sv
83565	06/12/1980	0	sv	34.8	sv	10.6	4.1	28.2	62	2
83565	06/12/1980	1200	10.6	sv	21.6	sv	sv	sv	sv	sv
83565	07/12/1980	0	sv	36	sv	11.5	5.8	26.88	68.25	1.666.667
83565	07/12/1980	1200	0	sv	21.6	sv	sv	sv	sv	sv
83565	08/12/1980	0	sv	32.6	sv	8.9	5	26.52	73.25	0.333333
83565	08/12/1980	1200	0	sv	21.2	sv	sv	sv	sv	sv
83565	09/12/1980	0	sv	33.6	sv	7.8	3.3	25.84	78.5	0.666667
83565	09/12/1980	1200	0.2	sv	22.4	sv	sv	sv	sv	sv
83565	10/12/1980	0	sv	30.2	sv	4.8	2.7	25.24	84	1.333.333
83565	10/12/1980	1200	32.2	sv	21.4	sv	sv	sv	sv	sv
83565	11/12/1980	0	sv	31.2	sv	3.8	2.3	25.56	85.5	0.666667
83565	11/12/1980	1200	0.2	sv	21	sv	sv	sv	sv	sv
83565	12/12/1980	0	sv	31.2	sv	2.4	2	25.88	78.25	1
83565	12/12/1980	1200	1.4	sv	22.6	sv	sv	sv	sv	sv
83565	13/12/1980	0	sv	29.8	sv	0	3.1	24.24	85.5	0.666667
83565	13/12/1980	1200	13	sv	21	sv	sv	sv	sv	sv
83565	14/12/1980	0	sv	34.4	sv	10.1	2.5	27	73.75	1.666.667
83565	14/12/1980	1200	16.9	sv	21	sv	sv	sv	sv	sv
83565	15/12/1980	0	sv	34	sv	11.4	4.1	27.4	65.75	0.666667
83565	15/12/1980	1200	0	sv	21.4	sv	sv	sv	sv	sv
83565	16/12/1980	0	sv	34.8	sv	12.4	4.9	27.64	53.5	1.333.333
83565	16/12/1980	1200	0	sv	21.6	sv	sv	sv	sv	sv
83565	17/12/1980	0	sv	32.4	sv	12.3	5.8	26.24	67.75	1
83565	17/12/1980	1200	0	sv	20.2	sv	sv	sv	sv	sv
83565	18/12/1980	0	sv	33.2	sv	11	4.9	27.76	65.25	2.333.333
83565	18/12/1980	1200	0	sv	21.8	sv	sv	sv	sv	sv
83565	19/12/1980	0	sv	29.4	sv	1.2	4.8	24.44	80.75	3
83565	19/12/1980	1200	7.2	sv	21.2	sv	sv	sv	sv	sv
83565	20/12/1980	0	sv	28	sv	1.3	2.8	24.28	77.75	3
83565	20/12/1980	1200	0	sv	21	sv	sv	sv	sv	sv
83565	21/12/1980	0	sv	31.2	sv	5.3	3.3	24.48	79.25	1
83565	21/12/1980	1200	0.8	sv	20.8	sv	sv	sv	sv	sv
83565	22/12/1980	0	sv	27.6	sv	0.4	3.2	22.44	94.75	0.333333
83565	22/12/1980	1200	4.4	sv	21.2	sv	sv	sv	sv	sv
83565	23/12/1980	0	sv	28.6	sv	3.5	1	23.1	83.75	1.333.333
83565	23/12/1980	1200	11.6	sv	19.2	sv	sv	sv	sv	sv
83565	24/12/1980	0	sv	30.4	sv	1.4	2.2	23.68	88.5	1
83565	24/12/1980	1200	0.2	sv	20.8	sv	sv	sv	sv	sv
83565	25/12/1980	0	sv	31.8	sv	5.8	1.7	25.36	76.5	0.666667
83565	25/12/1980	1200	5.2	sv	20.2	sv	sv	sv	sv	sv
83565	26/12/1980	0	sv	29.6	sv	4.7	2.6	23.18	84.25	0.666667
83565	26/12/1980	1200	14.4	sv	19.8	sv	sv	sv	sv	sv
83565	27/12/1980	0	sv	30.6	sv	4.1	2.2	24.16	82.75	0.666667
83565	27/12/1980	1200	2	sv	20.8	sv	sv	sv	sv	sv
83565	28/12/1980	0	sv	30.4	sv	0.9	2	23.96	87.25	1.666.667
83565	28/12/1980	1200	25.4	sv	20.2	sv	sv	sv	sv	sv
83565	29/12/1980	0	sv	31.6	sv	10.9	2.2	26.04	74.75	4
83565	29/12/1980	1200	0	sv	20.8	sv	sv	sv	sv	sv
83565	30/12/1980	0	sv	31.4	sv	7.1	3.9	26.32	78	0.333333
83565	30/12/1980	1200	0	sv	21.8	sv	sv	sv	sv	sv
83565	31/12/1980	0	sv	32	sv	7.6	2.4	26.28	79.5	2
83565	31/12/1980	1200	10	sv	22	sv	sv	sv	sv	sv
83565	01/01/1981	0	sv	32.4	sv	8.3	3.3	26.72	72	0.333333
83565	01/01/1981	1200	0	sv	21.8	sv	sv	sv	sv	sv
83565	02/01/1981	0	sv	31.6	sv	10.8	3.6	26.28	73.25	1
83565	02/01/1981	1200	0	sv	20.2	sv	sv	sv	sv	sv
83565	03/01/1981	0	sv	26.6	sv	2.1	4.3	23.08	76.5	2.666.667
83565	03/01/1981	1200	0	sv	19	sv	sv	sv	sv	sv
83565	04/01/1981	0	sv	29	sv	2.9	1.3	24.12	85.25	2
83565	04/01/1981	1200	0.8	sv	20.4	sv	sv	sv	sv	sv
83565	05/01/1981	0	sv	32.2	sv	10.1	2.2	26.04	69.75	1.333.333
83565	05/01/1981	1200	5.1	sv	20.4	sv	sv	sv	sv	sv
83565	06/01/1981	0	sv	34.2	sv	10.6	3.8	26.28	72.25	1
83565	06/01/1981	1200	0.8	sv	21.8	sv	sv	sv	sv	sv
83565	07/01/1981	0	sv	32.8	sv	3.5	4.4	24.68	78.25	1.333.333
83565	07/01/1981	1200	0.6	sv	21	sv	sv	sv	sv	sv
83565	08/01/1981	0	sv	30	sv	1.8	3.2	24.64	79	1
83565	08/01/1981	1200	5	sv	20.8	sv	sv	sv	sv	sv
83565	09/01/1981	0	sv	32.2	sv	3.8	2.4	25.44	80.75	0.666667
83565	09/01/1981	1200	0	sv	21.2	sv	sv	sv	sv	sv
83565	10/01/1981	0	sv	30	sv	3.5	2.3	25.36	84.25	0.666667
83565	10/01/1981	1200	9.8	sv	21.4	sv	sv	sv	sv	sv
83565	11/01/1981	0	sv	30.4	sv	2.5	1.4	23.88	90	0.666667
83565	11/01/1981	1200	15.3	sv	20.8	sv	sv	sv	sv	sv
83565	12/01/1981	0	sv	29.2	sv	2.1	1.1	24.6	88	2
83565	12/01/1981	1200	27.4	sv	20.6	sv	sv	sv	sv	sv
83565	13/01/1981	0	sv	30.4	sv	3.2	1.7	23.96	91.5	0.666667
83565	13/01/1981	1200	69.1	sv	20.4	sv	sv	sv	sv	sv
83565	14/01/1981	0	sv	28.6	sv	2.9	1.7	24.56	91.25	2
83565	14/01/1981	1200	6.1	sv	21.4	sv	sv	sv	sv	sv
83565	15/01/1981	0	sv	33.2	sv	9.6	1.7	26.28	76.5	1
83565	15/01/1981	1200	19.4	sv	20.4	sv	sv	sv	sv	sv
83565	16/01/1981	0	sv	32.4	sv	8.6	3	26.56	85	0.666667
83565	16/01/1981	1200	0	sv	21.6	sv	sv	sv	sv	sv
83565	17/01/1981	0	sv	30.6	sv	4.6	2.8	25.92	85.75	1
83565	17/01/1981	1200	4.6	sv	22.2	sv	sv	sv	sv	sv
83565	18/01/1981	0	sv	32.6	sv	5.1	1.9	25.64	82.25	0.666667
83565	18/01/1981	1200	2.4	sv	21.8	sv	sv	sv	sv	sv
83565	19/01/1981	0	sv	32.6	sv	9.3	2.2	27.16	78	0.333333
83565	19/01/1981	1200	6.6	sv	23.2	sv	sv	sv	sv	sv
83565	20/01/1981	0	sv	32.6	sv	5.3	3.1	25.28	73.5	1.666.667
83565	20/01/1981	1200	0	sv	22	sv	sv	sv	sv	sv
83565	21/01/1981	0	sv	30.2	sv	5.6	5.2	24.04	82.75	1
83565	21/01/1981	1200	0.8	sv	20.2	sv	sv	sv	sv	sv
83565	22/01/1981	0	sv	26.8	sv	0	1.5	23.12	87	1
83565	22/01/1981	1200	3.6	sv	20.6	sv	sv	sv	sv	sv
83565	23/01/1981	0	sv	29.6	sv	6.9	1	24.8	82.75	1
83565	23/01/1981	1200	3.6	sv	20.4	sv	sv	sv	sv	sv
83565	24/01/1981	0	sv	32.8	sv	11.2	2.9	25.8	74.25	1
83565	24/01/1981	1200	0	sv	20.6	sv	sv	sv	sv	sv
83565	25/01/1981	0	sv	31.6	sv	5.1	5.9	24.96	80.75	2.333.333
83565	25/01/1981	1200	0	sv	21.2	sv	sv	sv	sv	sv
83565	26/01/1981	0	sv	30	sv	3.3	2.8	25.16	78.75	2
83565	26/01/1981	1200	2.6	sv	21.8	sv	sv	sv	sv	sv
83565	27/01/1981	0	sv	31.2	sv	6.1	2.8	25.04	75.75	1
83565	27/01/1981	1200	0	sv	21.6	sv	sv	sv	sv	sv
83565	28/01/1981	0	sv	30.4	sv	11	3.3	24.6	68.25	2.333.333
83565	28/01/1981	1200	0	sv	19.4	sv	sv	sv	sv	sv
83565	29/01/1981	0	sv	32.4	sv	11.6	4.4	26.24	64.75	1.333.333
83565	29/01/1981	1200	0	sv	20.2	sv	sv	sv	sv	sv
83565	30/01/1981	0	sv	35	sv	11.8	9.8	27.24	62	0.666667
83565	30/01/1981	1200	0	sv	20.8	sv	sv	sv	sv	sv
83565	31/01/1981	0	sv	33.4	sv	5.7	4.7	26.56	79.5	1.333.333
83565	31/01/1981	1200	2	sv	22.2	sv	sv	sv	sv	sv
83565	01/02/1981	0	sv	34.2	sv	11.5	2.9	27.64	65.25	1
83565	01/02/1981	1200	0	sv	21.4	sv	sv	sv	sv	sv
83565	02/02/1981	0	sv	33	sv	8.5	4.9	26.8	73.25	1
83565	02/02/1981	1200	0	sv	22.2	sv	sv	sv	sv	sv
83565	03/02/1981	0	sv	34.8	sv	11.6	3.9	28	62.25	1
83565	03/02/1981	1200	0	sv	22.2	sv	sv	sv	sv	sv
83565	04/02/1981	0	sv	35.8	sv	10.8	5.1	25.24	71.75	1.333.333
83565	04/02/1981	1200	0	sv	18.8	sv	sv	sv	sv	sv
83565	05/02/1981	0	sv	32.8	sv	9.2	4.1	26.36	69.75	0.666667
83565	05/02/1981	1200	45.4	sv	19	sv	sv	sv	sv	sv
83565	06/02/1981	0	sv	35.8	sv	9.5	3.4	27.72	66.25	1.666.667
83565	06/02/1981	1200	0	sv	22.6	sv	sv	sv	sv	sv
83565	07/02/1981	0	sv	34	sv	9.2	5.1	26.36	74	0
83565	07/02/1981	1200	3.4	sv	19.6	sv	sv	sv	sv	sv
83565	08/02/1981	0	sv	32.4	sv	2.6	3.8	26.04	74	0.666667
83565	08/02/1981	1200	0	sv	20.6	sv	sv	sv	sv	sv
83565	09/02/1981	0	sv	33.2	sv	6.4	3.7	25.8	76	0.333333
83565	09/02/1981	1200	0	sv	21.8	sv	sv	sv	sv	sv
83565	10/02/1981	0	sv	31.8	sv	2.5	3.1	24.6	75.75	1
83565	10/02/1981	1200	0	sv	20.8	sv	sv	sv	sv	sv
83565	11/02/1981	0	sv	32.2	sv	5.9	2.6	25.4	83.25	0.333333
83565	11/02/1981	1200	1.6	sv	21.8	sv	sv	sv	sv	sv
83565	12/02/1981	0	sv	31.6	sv	6.7	2.7	25.92	76	1
83565	12/02/1981	1200	0	sv	21.4	sv	sv	sv	sv	sv
83565	13/02/1981	0	sv	32.6	sv	7.1	2.8	26	70.25	1.666.667
83565	13/02/1981	1200	1.5	sv	22	sv	sv	sv	sv	sv
83565	14/02/1981	0	sv	29.8	sv	8.9	4.7	25.64	68	1.333.333
83565	14/02/1981	1200	0	sv	19.8	sv	sv	sv	sv	sv
83565	15/02/1981	0	sv	32.6	sv	11.3	3.4	26.76	62.5	0.666667
83565	15/02/1981	1200	3.2	sv	20.8	sv	sv	sv	sv	sv
83565	16/02/1981	0	sv	33	sv	9.2	5.2	27.12	66	1.333.333
83565	16/02/1981	1200	0	sv	22.6	sv	sv	sv	sv	sv
83565	17/02/1981	0	sv	32.8	sv	11.3	4.8	26.52	60	1.666.667
83565	17/02/1981	1200	0	sv	21.4	sv	sv	sv	sv	sv
83565	18/02/1981	0	sv	34.4	sv	10	6	27.64	54.75	1
83565	18/02/1981	1200	0	sv	20.6	sv	sv	sv	sv	sv
83565	19/02/1981	0	sv	35.6	sv	11.8	6.2	27.68	56.5	1
83565	19/02/1981	1200	0	sv	20.4	sv	sv	sv	sv	sv
83565	20/02/1981	0	sv	31.2	sv	3.2	7.1	23.16	79.25	1.333.333
83565	20/02/1981	1200	7	sv	20	sv	sv	sv	sv	sv
83565	21/02/1981	0	sv	27.2	sv	0.6	2.7	22	88.5	1.333.333
83565	21/02/1981	1200	2.6	sv	19.8	sv	sv	sv	sv	sv
83565	22/02/1981	0	sv	31.2	sv	3.1	1.5	sv	77.75	1.666.667
83565	22/02/1981	1200	0.2	sv	19.8	sv	sv	sv	sv	sv
83565	23/02/1981	0	sv	28.6	sv	0	3.2	23.76	83	0.333333
83565	23/02/1981	1200	12.3	sv	19.8	sv	sv	sv	sv	sv
83565	24/02/1981	0	sv	32.8	sv	8.5	1.8	25.92	68.5	1
83565	24/02/1981	1200	0	sv	21.2	sv	sv	sv	sv	sv
83565	25/02/1981	0	sv	31.8	sv	7.4	3.1	24.6	70.25	0.666667
83565	25/02/1981	1200	0	sv	20	sv	sv	sv	sv	sv
83565	26/02/1981	0	sv	32.8	sv	5.9	3.5	24.6	74.25	1.333.333
83565	26/02/1981	1200	1.6	sv	20.2	sv	sv	sv	sv	sv
83565	27/02/1981	0	sv	34.4	sv	10.3	3.6	26.84	65	0.666667
83565	27/02/1981	1200	0	sv	19.6	sv	sv	sv	sv	sv
83565	28/02/1981	0	sv	34.8	sv	11.4	5	27.92	61.75	0.333333
83565	28/02/1981	1200	0	sv	21.2	sv	sv	sv	sv	sv
83565	01/03/1981	0	sv	35.2	sv	10.7	6	28.48	61	1
83565	01/03/1981	1200	0	sv	22.4	sv	sv	sv	sv	sv
83565	02/03/1981	0	sv	36.2	sv	9.9	6.8	28.68	60.75	0.666667
83565	02/03/1981	1200	0	sv	22.6	sv	sv	sv	sv	sv
83565	03/03/1981	0	sv	35.4	sv	10.8	6.1	28.84	60	1.333.333
83565	03/03/1981	1200	0	sv	22.4	sv	sv	sv	sv	sv
83565	04/03/1981	0	sv	35.2	sv	8.3	6.4	26.92	70.5	1.333.333
83565	04/03/1981	1200	0	sv	22.4	sv	sv	sv	sv	sv
83565	05/03/1981	0	sv	31	sv	1.3	5	25.88	79.75	0.666667
83565	05/03/1981	1200	0.4	sv	22	sv	sv	sv	sv	sv
83565	06/03/1981	0	sv	32.4	sv	2.7	2.6	24.56	86.5	1.333.333
83565	06/03/1981	1200	0	sv	21	sv	sv	sv	sv	sv
83565	07/03/1981	0	sv	34.8	sv	9.1	1.9	25.88	74.25	0.666667
83565	07/03/1981	1200	1.6	sv	20.4	sv	sv	sv	sv	sv
83565	08/03/1981	0	sv	32.2	sv	2.3	4.1	25.44	91	0.666667
83565	08/03/1981	1200	0	sv	21.6	sv	sv	sv	sv	sv
83565	09/03/1981	0	sv	31	sv	3.6	1.5	25.88	82.5	0.666667
83565	09/03/1981	1200	13.2	sv	22	sv	sv	sv	sv	sv
83565	10/03/1981	0	sv	34.2	sv	7.4	2.1	27.44	68.5	0
83565	10/03/1981	1200	1	sv	22.2	sv	sv	sv	sv	sv
83565	11/03/1981	0	sv	34.2	sv	7.6	3.8	26.84	68.25	0.666667
83565	11/03/1981	1200	0	sv	21.8	sv	sv	sv	sv	sv
83565	12/03/1981	0	sv	33.8	sv	7.3	4.2	26.8	73	1
83565	12/03/1981	1200	0	sv	21.2	sv	sv	sv	sv	sv
83565	13/03/1981	0	sv	35.2	sv	9.9	3.8	27.92	56	0.666667
83565	13/03/1981	1200	0.8	sv	21.2	sv	sv	sv	sv	sv
83565	14/03/1981	0	sv	36	sv	9.5	6.6	27.48	63.25	0.666667
83565	14/03/1981	1200	0	sv	21	sv	sv	sv	sv	sv
83565	15/03/1981	0	sv	34.8	sv	6	5.5	27.08	69.5	0.333333
83565	15/03/1981	1200	0	sv	22.6	sv	sv	sv	sv	sv
83565	16/03/1981	0	sv	33.6	sv	4.2	3.2	24.52	85.75	0.333333
83565	16/03/1981	1200	3	sv	21.4	sv	sv	sv	sv	sv
83565	17/03/1981	0	sv	31.6	sv	6.8	2.1	25.52	78.75	1
83565	17/03/1981	1200	59	sv	21.2	sv	sv	sv	sv	sv
83565	18/03/1981	0	sv	32.2	sv	5.5	2.7	24.08	85	0.333333
83565	18/03/1981	1200	14.2	sv	20.8	sv	sv	sv	sv	sv
83565	19/03/1981	0	sv	29.8	sv	3.6	2.1	23.64	88	1
83565	19/03/1981	1200	8	sv	20.8	sv	sv	sv	sv	sv
83565	20/03/1981	0	sv	29.8	sv	6	2	24.4	79.75	1
83565	20/03/1981	1200	2.8	sv	21	sv	sv	sv	sv	sv
83565	21/03/1981	0	sv	32	sv	10.1	3.1	25.88	69.25	0.666667
83565	21/03/1981	1200	0	sv	20	sv	sv	sv	sv	sv
83565	22/03/1981	0	sv	31.4	sv	9.5	4.2	25.56	72	2
83565	22/03/1981	1200	0	sv	20.8	sv	sv	sv	sv	sv
83565	23/03/1981	0	sv	29.2	sv	3.4	4.4	23.34	87.5	1.333.333
83565	23/03/1981	1200	31	sv	20.8	sv	sv	sv	sv	sv
83565	24/03/1981	0	sv	30.2	sv	4.2	1.4	23.92	77	0.666667
83565	24/03/1981	1200	21.4	sv	19.6	sv	sv	sv	sv	sv
83565	25/03/1981	0	sv	30.4	sv	9.9	3.5	23.84	81.5	1.333.333
83565	25/03/1981	1200	0	sv	20.6	sv	sv	sv	sv	sv
83565	26/03/1981	0	sv	29	sv	3.3	3.6	24.6	89.25	1.333.333
83565	26/03/1981	1200	7.6	sv	20.6	sv	sv	sv	sv	sv
83565	27/03/1981	0	sv	26.8	sv	1.3	2.4	23.16	91.75	1.333.333
83565	27/03/1981	1200	0.2	sv	20.8	sv	sv	sv	sv	sv
83565	28/03/1981	0	sv	30.2	sv	6	1	24.16	87	0.666667
83565	28/03/1981	1200	25	sv	20.6	sv	sv	sv	sv	sv
83565	29/03/1981	0	sv	31.4	sv	10.1	1.8	23.84	80.5	1.666.667
83565	29/03/1981	1200	16.2	sv	19.8	sv	sv	sv	sv	sv
83565	30/03/1981	0	sv	31.6	sv	10.3	3.5	sv	72.5	0.333333
83565	30/03/1981	1200	0	sv	19.2	sv	sv	sv	sv	sv
83565	31/03/1981	0	sv	32.6	sv	10.5	3.3	24.64	71.75	0.666667
83565	31/03/1981	1200	0	sv	18.4	sv	sv	sv	sv	sv
83565	01/04/1981	0	sv	31	sv	10.5	3.6	23.6	62.25	0.333333
83565	01/04/1981	1200	0	sv	17.4	sv	sv	sv	sv	sv
83565	02/04/1981	0	sv	31.6	sv	10.7	4.9	23.48	63.75	0.666667
83565	02/04/1981	1200	0	sv	16.8	sv	sv	sv	sv	sv
83565	03/04/1981	0	sv	33.2	sv	10.8	5	24.08	62.5	0.333333
83565	03/04/1981	1200	0	sv	16.8	sv	sv	sv	sv	sv
83565	04/04/1981	0	sv	32	sv	9.9	4.6	25.2	71	1
83565	04/04/1981	1200	0	sv	17.6	sv	sv	sv	sv	sv
83565	05/04/1981	0	sv	32	sv	10.5	3.6	25.2	68.25	0.666667
83565	05/04/1981	1200	2.2	sv	19.6	sv	sv	sv	sv	sv
83565	06/04/1981	0	sv	32	sv	10.5	3.5	25.04	71.25	1
83565	06/04/1981	1200	0	sv	18.6	sv	sv	sv	sv	sv
83565	07/04/1981	0	sv	31.4	sv	10.7	4.4	25.44	64	1
83565	07/04/1981	1200	0	sv	20	sv	sv	sv	sv	sv
83565	08/04/1981	0	sv	31.6	sv	10.3	4.3	24.92	63.5	0.666667
83565	08/04/1981	1200	0	sv	19.2	sv	sv	sv	sv	sv
83565	09/04/1981	0	sv	31.6	sv	9.1	4.3	24.6	68.5	1
83565	09/04/1981	1200	0	sv	18.8	sv	sv	sv	sv	sv
83565	10/04/1981	0	sv	30.8	sv	10.3	4.4	23.72	61.25	1.333.333
83565	10/04/1981	1200	0	sv	18.4	sv	sv	sv	sv	sv
83565	11/04/1981	0	sv	32.2	sv	10	5	23.64	58.75	0.333333
83565	11/04/1981	1200	0	sv	16.6	sv	sv	sv	sv	sv
83565	12/04/1981	0	sv	32.4	sv	8.5	4.8	23.36	66	0
83565	12/04/1981	1200	0	sv	16.8	sv	sv	sv	sv	sv
83565	13/04/1981	0	sv	33.2	sv	10.3	4.1	23.96	62.25	0.666667
83565	13/04/1981	1200	0	sv	16.2	sv	sv	sv	sv	sv
83565	14/04/1981	0	sv	33.4	sv	10.4	5.1	24.72	60.5	0
83565	14/04/1981	1200	0	sv	17	sv	sv	sv	sv	sv
83565	15/04/1981	0	sv	31.2	sv	6.7	5.3	23.8	75.5	0.666667
83565	15/04/1981	1200	0	sv	19.2	sv	sv	sv	sv	sv
83565	16/04/1981	0	sv	29.8	sv	6.9	2.8	23.04	79	0.666667
83565	16/04/1981	1200	3.4	sv	18.6	sv	sv	sv	sv	sv
83565	17/04/1981	0	sv	28.6	sv	10.9	2.8	22.4	65	3
83565	17/04/1981	1200	0	sv	17.4	sv	sv	sv	sv	sv
83565	18/04/1981	0	sv	27.4	sv	10.9	6.8	20.68	66.25	1
83565	18/04/1981	1200	0	sv	15.2	sv	sv	sv	sv	sv
83565	19/04/1981	0	sv	27.6	sv	10.9	4.9	20.68	64.5	1.666.667
83565	19/04/1981	1200	0	sv	14.6	sv	sv	sv	sv	sv
83565	20/04/1981	0	sv	30.4	sv	10.1	5	22.56	58.5	0.666667
83565	20/04/1981	1200	0	sv	14.6	sv	sv	sv	sv	sv
83565	21/04/1981	0	sv	30.4	sv	10.1	4.9	23.08	63.5	1.666.667
83565	21/04/1981	1200	0	sv	15.6	sv	sv	sv	sv	sv
83565	22/04/1981	0	sv	31.2	sv	8.4	5.2	24.12	67	1.333.333
83565	22/04/1981	1200	0	sv	19	sv	sv	sv	sv	sv
83565	23/04/1981	0	sv	30.6	sv	8.1	5	23.12	79.25	1.666.667
83565	23/04/1981	1200	0	sv	19	sv	sv	sv	sv	sv
83565	24/04/1981	0	sv	29.4	sv	5.2	3	22.92	80.25	1.666.667
83565	24/04/1981	1200	18.8	sv	18.6	sv	sv	sv	sv	sv
83565	25/04/1981	0	sv	28.6	sv	0.8	2.5	22.92	88.25	1.333.333
83565	25/04/1981	1200	0	sv	20.4	sv	sv	sv	sv	sv
83565	26/04/1981	0	sv	31.6	sv	9.6	3.3	24.68	75.25	1.666.667
83565	26/04/1981	1200	3.8	sv	18.8	sv	sv	sv	sv	sv
83565	27/04/1981	0	sv	32.4	sv	6.1	1.6	25.4	72.75	1.333.333
83565	27/04/1981	1200	0	sv	20	sv	sv	sv	sv	sv
83565	28/04/1981	0	sv	26.2	sv	0	3.8	21.24	89.25	1.333.333
83565	28/04/1981	1200	10	sv	18.2	sv	sv	sv	sv	sv
83565	29/04/1981	0	sv	23.6	sv	0	1.1	19.2	83.5	1
83565	29/04/1981	1200	3.2	sv	17	sv	sv	sv	sv	sv
83565	30/04/1981	0	sv	25.2	sv	9.5	1.6	17.6	73.75	0.333333
83565	30/04/1981	1200	0	sv	11.6	sv	sv	sv	sv	sv
83565	01/05/1981	0	sv	26	sv	9.8	2.7	18.64	73	0.666667
83565	01/05/1981	1200	0	sv	12.6	sv	sv	sv	sv	sv
83565	02/05/1981	0	sv	29.6	sv	10	3	sv	68.5	0
83565	02/05/1981	1200	0	sv	13.8	sv	sv	sv	sv	sv
83565	03/05/1981	0	sv	32	sv	9.8	0.9	25	70.5	2
83565	03/05/1981	1200	0.2	sv	19	sv	sv	sv	sv	sv
83565	04/05/1981	0	sv	31	sv	7.6	3.5	sv	75.25	1
83565	04/05/1981	1200	0	sv	19.8	sv	sv	sv	sv	sv
83565	05/05/1981	0	sv	31.4	sv	10.3	3.5	24.72	70.25	0.333333
83565	05/05/1981	1200	0	sv	19.2	sv	sv	sv	sv	sv
83565	06/05/1981	0	sv	31.6	sv	9.2	3.7	sv	65.5	0
83565	06/05/1981	1200	0	sv	18.2	sv	sv	sv	sv	sv
83565	07/05/1981	0	sv	30.6	sv	10	4.4	sv	63.5	2.666.667
83565	07/05/1981	1200	0	sv	17	sv	sv	sv	sv	sv
83565	08/05/1981	0	sv	30.4	sv	9.6	4.9	22.92	59.25	1.333.333
83565	08/05/1981	1200	0	sv	14.2	sv	sv	sv	sv	sv
83565	09/05/1981	0	sv	29.6	sv	9.6	5	sv	62.25	1.333.333
83565	09/05/1981	1200	0	sv	16.6	sv	sv	sv	sv	sv
