Estacao	Data	Hora	TempBulboSeco	TempBulboUmido	UmidadeRelativa	PressaoAtmEstacao	DirecaoVento	VelocidadeVento	Nebulosidade
83513	21/01/1997	1200	26.6	24.1	80	sv	27	1	6
83513	21/01/1997	1800	30.1	25.5	68	sv	27	4	8
83513	22/01/1997	0	27.6	25.1	81	sv	0	0	0
83513	22/01/1997	1200	27.2	24.3	78	sv	0	0	2
83513	22/01/1997	1800	31.9	25.7	59	sv	0	0	6
83513	23/01/1997	0	28.5	27.5	92	sv	0	0	0
83513	23/01/1997	1200	28.5	25.5	78	sv	0	0	2
83513	23/01/1997	1800	32.9	26.7	60	sv	27	1	4
83513	24/01/1997	0	28.5	26.9	88	sv	0	0	0
83513	24/01/1997	1200	28.3	25.9	82	sv	0	0	0
83513	24/01/1997	1800	33.7	27.1	58	sv	27	1	4
83513	25/01/1997	0	29.3	27.5	86	sv	0	0	0
83513	25/01/1997	1200	27.4	26.3	91	sv	5	1	8
83513	25/01/1997	1800	33.9	28.9	68	sv	0	0	8
83513	26/01/1997	0	27.8	26.5	90	sv	0	0	0
83513	26/01/1997	1200	24.8	23.5	89	sv	9	1	8
83513	26/01/1997	1800	31.9	28.1	74	sv	32	1	6
83513	27/01/1997	0	29.1	27.7	89	sv	0	0	0
83513	27/01/1997	1200	27.6	25.4	83	sv	36	1	6
83513	27/01/1997	1800	31.5	27.5	72	sv	0	0	8
83513	28/01/1997	0	27.8	26.7	91	sv	0	0	0
83513	28/01/1997	1200	26.2	25.3	93	sv	0	0	8
83513	28/01/1997	1800	28.2	26.5	87	sv	0	0	8
83513	29/01/1997	0	26.2	24.3	85	sv	32	2	0
83513	29/01/1997	1200	27	25.5	88	sv	5	1	10
83513	29/01/1997	1800	26	25.1	93	sv	36	2	10
83513	30/01/1997	0	25.8	25.1	94	sv	5	1	10
83513	30/01/1997	1200	25.4	24.2	90	sv	5	4	10
83513	30/01/1997	1800	29.3	26.3	78	sv	36	2	6
83513	31/01/1997	0	25.6	24.1	88	sv	32	2	10
83513	31/01/1997	1200	25.2	24.1	91	sv	36	3	10
83513	31/01/1997	1800	25	24.5	96	sv	5	3	10
83513	01/02/1997	0	24.6	23.9	94	sv	36	2	10
83513	01/02/1997	1200	25	23.9	91	sv	36	2	10
83513	01/02/1997	1800	26.4	24.5	85	sv	36	5	10
83513	02/02/1997	0	24	23.1	92	sv	5	4	10
83513	02/02/1997	1200	26.6	24.7	85	sv	36	1	4
83513	02/02/1997	1800	31.5	27.3	71	sv	36	2	4
83513	03/02/1997	0	25	23.9	91	sv	0	0	10
83513	03/02/1997	1200	24.6	23.5	91	sv	36	1	10
83513	03/02/1997	1800	30.5	26.7	73	sv	36	2	4
83513	04/02/1997	0	27.6	26.1	88	sv	0	0	0
83513	04/02/1997	1200	27.2	25.1	84	sv	5	3	8
83513	04/02/1997	1800	30.9	26.9	72	sv	5	3	8
83513	05/02/1997	0	27.6	25.9	87	sv	9	1	0
83513	05/02/1997	1200	27	25.1	85	sv	5	2	8
83513	05/02/1997	1800	23.6	22.9	94	sv	36	2	10
83513	06/02/1997	0	24.4	23.7	94	sv	0	0	0
83513	06/02/1997	1200	25.6	24.1	88	sv	0	0	6
83513	06/02/1997	1800	27.8	24.1	72	sv	23	1	6
83513	07/02/1997	0	27.8	26.5	90	sv	0	0	0
83513	07/02/1997	1200	26.2	24.1	83	sv	23	2	4
83513	07/02/1997	1800	30.3	26.1	70	sv	23	1	6
83513	08/02/1997	0	27	25.1	85	sv	23	3	0
83513	08/02/1997	1200	26.4	24.3	83	sv	32	2	2
83513	08/02/1997	1800	31.9	26.9	66	sv	0	0	6
83513	09/02/1997	0	24.6	24.1	96	sv	0	0	10
83513	09/02/1997	1200	27.2	25.3	85	sv	5	1	2
83513	09/02/1997	1800	32.1	27.3	68	sv	36	1	2
83513	10/02/1997	0	28.5	27.3	91	sv	0	0	0
83513	10/02/1997	1200	29.1	26.9	84	sv	36	2	2
83513	10/02/1997	1800	34.7	28.1	59	sv	5	2	6
83513	11/02/1997	0	30.1	28.3	87	sv	0	0	0
83513	11/02/1997	1200	29.7	26.9	80	sv	9	1	6
83513	11/02/1997	1800	29.1	25.9	77	sv	32	1	6
83513	12/02/1997	0	26	24.3	86	sv	36	1	0
83513	12/02/1997	1200	25.2	23.7	88	sv	0	0	8
83513	12/02/1997	1800	30.9	25.9	66	sv	36	2	6
83513	13/02/1997	0	28.2	26.9	90	sv	0	0	0
83513	13/02/1997	1200	27.4	25.7	87	sv	5	1	6
83513	13/02/1997	1800	32.1	27.1	67	sv	5	2	6
83513	14/02/1997	0	26.8	24.9	85	sv	0	0	0
83513	14/02/1997	1200	28.2	27.1	91	sv	5	1	8
83513	14/02/1997	1800	26.4	24.9	88	sv	5	2	10
83513	15/02/1997	0	26	25.1	93	sv	0	0	0
83513	15/02/1997	1200	25.6	25.1	96	sv	0	0	8
83513	15/02/1997	1800	26.4	24.3	83	sv	36	3	10
83513	16/02/1997	0	24.4	24.1	97	sv	0	0	0
83513	16/02/1997	1200	25.6	24.7	93	sv	5	1	8
83513	16/02/1997	1800	26.2	24.7	88	sv	36	4	10
83513	17/02/1997	0	25	24.5	96	sv	9	1	0
83513	17/02/1997	1200	27.6	26.1	88	sv	36	1	6
83513	17/02/1997	1800	31.3	27.5	74	sv	36	1	6
83513	18/02/1997	0	27.8	26.5	90	sv	0	0	0
83513	18/02/1997	1200	28.7	26.3	82	sv	36	2	4
83513	18/02/1997	1800	30.9	27.1	73	sv	36	2	6
83513	19/02/1997	0	28	26.3	87	sv	0	0	0
83513	19/02/1997	1200	28.5	27.1	89	sv	36	1	4
83513	19/02/1997	1800	32.3	28.3	73	sv	36	2	6
83513	20/02/1997	0	28.7	26.9	86	sv	0	0	0
83513	20/02/1997	1200	25.2	23.9	89	sv	14	1	10
83513	20/02/1997	1800	23.6	23.1	96	sv	14	1	10
83513	21/02/1997	0	21.2	20.5	94	sv	14	1	10
83513	21/02/1997	1200	26.6	25.9	94	sv	14	1	10
83513	21/02/1997	1800	28.7	26.1	81	sv	0	0	6
83513	22/02/1997	0	26.6	25.5	91	sv	0	0	0
83513	22/02/1997	1200	30.3	28.9	90	sv	14	1	10
83513	22/02/1997	1800	33.9	28.3	64	sv	0	0	6
83513	23/02/1997	0	28.5	25.7	79	sv	14	2	8
83513	23/02/1997	1200	27.6	26.5	91	sv	14	1	4
83513	23/02/1997	1800	34.3	29.1	67	sv	0	0	6
83513	24/02/1997	0	30.1	28.5	88	sv	0	0	4
83513	24/02/1997	1200	30.3	28.9	90	sv	36	1	6
83513	24/02/1997	1800	30.9	25.7	65	sv	0	0	6
83513	25/02/1997	0	29.7	28.5	91	sv	0	0	0
83513	25/02/1997	1200	30.9	29.1	87	sv	0	0	4
83513	25/02/1997	1800	32.1	29.1	79	sv	14	1	8
83513	26/02/1997	0	26.4	25.1	90	sv	14	1	4
83513	26/02/1997	1200	27.6	26.9	94	sv	0	0	6
83513	26/02/1997	1800	33.9	29.9	74	sv	0	0	6
83513	27/02/1997	0	28.3	26.9	89	sv	0	0	0
83513	27/02/1997	1200	28.3	27.5	94	sv	0	0	8
83513	27/02/1997	1800	29.5	26.5	78	sv	32	5	6
83513	28/02/1997	0	26.6	24.9	86	sv	18	3	10
83513	28/02/1997	1200	27.6	25.9	87	sv	27	2	6
83513	28/02/1997	1800	30.7	27.9	80	sv	32	2	10
83513	01/03/1997	0	27.2	26.3	93	sv	0	0	10
83513	01/03/1997	1200	30.3	28.3	85	sv	36	1	8
83513	01/03/1997	1800	30.5	27.3	77	sv	18	2	6
83513	02/03/1997	0	28	26.3	87	sv	23	2	8
83513	02/03/1997	1200	26.4	25.1	90	sv	14	2	4
83513	02/03/1997	1800	31.7	26.9	68	sv	14	2	4
83513	03/03/1997	0	25.6	22.9	78	sv	0	0	2
83513	03/03/1997	1200	25.8	24.5	89	sv	18	2	6
83513	03/03/1997	1800	30.1	25.5	68	sv	18	2	6
83513	04/03/1997	0	24.8	22.5	81	sv	0	0	0
83513	04/03/1997	1200	24.6	23.5	91	sv	0	0	6
83513	04/03/1997	1800	31.7	26.3	64	sv	27	2	4
83513	05/03/1997	0	25	23.9	91	sv	0	0	0
83513	05/03/1997	1200	25.6	24.1	88	sv	0	0	2
83513	05/03/1997	1800	31.5	25.5	60	sv	32	1	6
83513	06/03/1997	0	25.6	24.3	89	sv	0	0	0
83513	06/03/1997	1200	26.4	23.7	79	sv	18	1	2
83513	06/03/1997	1800	30.9	24.1	55	sv	0	0	4
83513	07/03/1997	0	25	23.1	84	sv	0	0	0
83513	07/03/1997	1200	26.4	23.3	76	sv	0	0	2
83513	07/03/1997	1800	28.2	24.7	74	sv	0	0	4
83513	08/03/1997	0	26.3	24.1	83	sv	0	0	0
83513	08/03/1997	1200	28	25.7	82	sv	27	1	4
83513	08/03/1997	1800	28.2	25.9	83	sv	14	1	8
83513	09/03/1997	0	25	24.1	92	sv	0	0	0
83513	09/03/1997	1200	27.6	25.7	85	sv	0	0	2
83513	09/03/1997	1800	33.7	27.9	63	sv	0	0	4
83513	10/03/1997	0	28.7	27.3	89	sv	0	0	8
83513	10/03/1997	1200	24.6	23.9	94	sv	0	0	10
83513	10/03/1997	1800	30.9	26.7	71	sv	36	1	8
83513	11/03/1997	0	27	26.1	93	sv	0	0	0
83513	11/03/1997	1200	27.2	26.1	91	sv	14	2	10
83513	11/03/1997	1800	29.7	26.7	78	sv	0	0	6
83513	12/03/1997	0	27.6	26.5	91	sv	0	0	0
83513	12/03/1997	1200	27.6	25.5	84	sv	9	1	4
83513	12/03/1997	1800	31.5	27.1	70	sv	32	2	10
83513	13/03/1997	0	24.8	24.2	95	sv	0	0	10
83513	13/03/1997	1200	27	24.9	84	sv	0	0	2
83513	13/03/1997	1800	30.1	26.3	73	sv	32	2	8
83513	14/03/1997	0	27.6	25.3	82	sv	0	0	10
83513	14/03/1997	1200	24.4	23.3	91	sv	0	0	10
83513	14/03/1997	1800	28.7	25.5	76	sv	36	1	6
83513	15/03/1997	0	24.2	23.5	94	sv	36	1	0
83513	15/03/1997	1200	25.2	24.3	92	sv	36	1	8
83513	15/03/1997	1800	28.9	25.9	78	sv	0	0	8
83513	16/03/1997	0	26.2	25.1	91	sv	36	1	0
83513	16/03/1997	1200	26	25.1	93	sv	32	1	6
83513	16/03/1997	1800	29.1	26.3	79	sv	14	2	8
83513	17/03/1997	0	26.6	25.7	93	sv	0	0	0
83513	17/03/1997	1200	27.6	25.9	87	sv	0	0	0
83513	17/03/1997	1800	31.1	26.9	71	sv	0	0	6
83513	18/03/1997	0	27.2	25.9	90	sv	0	0	0
83513	18/03/1997	1200	27	24.7	82	sv	14	1	2
83513	18/03/1997	1800	32.3	25.5	56	sv	0	0	4
83513	19/03/1997	0	25.6	24.1	88	sv	0	0	0
83513	19/03/1997	1200	25.4	22.9	80	sv	18	1	2
83513	19/03/1997	1800	32.7	26.9	62	sv	0	0	4
83513	20/03/1997	0	27	25.7	90	sv	0	0	0
83513	20/03/1997	1200	25.2	24.7	96	sv	0	0	8
83513	20/03/1997	1800	31.9	26.9	66	sv	14	1	8
83513	21/03/1997	0	27.8	26.5	90	sv	0	0	0
83513	21/03/1997	1200	27.6	25.5	84	sv	0	0	2
83513	21/03/1997	1800	32.4	26.9	64	sv	0	0	6
83513	22/03/1997	0	27.4	26.3	91	sv	0	0	0
83513	22/03/1997	1200	28.3	26.3	85	sv	9	1	4
83513	22/03/1997	1800	33.3	28.5	68	sv	5	2	8
83513	23/03/1997	0	27.2	26.3	93	sv	0	0	0
83513	23/03/1997	1200	29.1	26.7	82	sv	0	0	2
83513	23/03/1997	1800	30.1	26.9	77	sv	0	0	8
83513	24/03/1997	0	26.8	25.9	93	sv	0	0	8
83513	24/03/1997	1200	25.6	24.3	89	sv	18	2	8
83513	24/03/1997	1800	30.5	26.1	69	sv	23	2	6
83513	25/03/1997	0	26.6	25.5	91	sv	0	0	8
83513	25/03/1997	1200	24.4	24.1	97	sv	0	0	10
83513	25/03/1997	1800	30.7	27.5	77	sv	23	2	8
83513	26/03/1997	0	27	26.3	94	sv	0	0	0
83513	26/03/1997	1200	24.6	23.9	94	sv	0	0	8
83513	26/03/1997	1800	28.9	26.5	82	sv	0	0	10
83513	27/03/1997	0	24.2	22.7	87	sv	18	2	10
83513	27/03/1997	1200	24.4	23.3	91	sv	18	1	10
83513	27/03/1997	1800	30.5	26.9	75	sv	18	1	10
83513	28/03/1997	0	26.4	25.5	93	sv	0	0	0
83513	28/03/1997	1200	26.8	25.1	87	sv	18	1	2
83513	28/03/1997	1800	32.3	27.5	68	sv	14	2	2
83513	29/03/1997	0	26.4	24.3	83	sv	23	1	0
83513	29/03/1997	1200	25.2	22.5	78	sv	18	1	2
83513	29/03/1997	1800	31.3	25.5	61	sv	18	2	2
83513	30/03/1997	0	25.3	23.7	87	sv	0	0	0
83513	30/03/1997	1200	24	20.9	74	sv	18	1	0
83513	30/03/1997	1800	30.7	23.9	55	sv	0	0	4
83513	31/03/1997	0	24.4	21.5	76	sv	0	0	0
83513	31/03/1997	1200	22.6	20.9	85	sv	18	1	0
83513	31/03/1997	1800	27.6	22.5	63	sv	18	1	6
83513	01/04/1997	0	21.6	20.5	90	sv	0	0	0
83513	01/04/1997	1200	24.4	22.5	84	sv	36	2	2
83513	01/04/1997	1800	29.3	24.1	63	sv	32	3	4
83513	02/04/1997	0	23.4	22.1	89	sv	0	0	0
83513	02/04/1997	1200	25.6	23.7	85	sv	5	1	0
83513	02/04/1997	1800	32.3	25.7	57	sv	36	3	4
83513	03/04/1997	0	25.6	24.3	89	sv	0	0	0
83513	03/04/1997	1200	26.4	25.1	90	sv	0	0	2
83513	03/04/1997	1800	32.9	26.9	61	sv	32	2	4
83513	04/04/1997	0	26.6	25.1	88	sv	0	0	0
83513	04/04/1997	1200	27.6	26.7	93	sv	0	0	2
83513	04/04/1997	1800	30.9	26.9	72	sv	32	2	6
83513	05/04/1997	0	24.6	22.9	86	sv	18	1	10
83513	05/04/1997	1200	19.2	16.3	73	sv	18	3	2
83513	05/04/1997	1800	26	21.3	64	sv	27	2	2
83513	06/04/1997	0	21.6	20.5	90	sv	0	0	0
83513	06/04/1997	1200	20.4	18.5	82	sv	18	2	0
83513	06/04/1997	1800	30.3	23.9	57	sv	0	0	0
83513	07/04/1997	0	23.2	22.1	90	sv	0	0	0
83513	07/04/1997	1200	23	20.1	75	sv	18	1	0
83513	07/04/1997	1800	32.1	25.9	59	sv	0	0	0
83513	08/04/1997	0	24.6	22.9	86	sv	0	0	0
83513	08/04/1997	1200	24.4	21.5	76	sv	14	1	0
83513	08/04/1997	1800	32.7	26.3	59	sv	14	2	2
83513	09/04/1997	0	25.2	23.9	89	sv	0	0	0
83513	09/04/1997	1200	25	22.9	83	sv	14	1	4
83513	09/04/1997	1800	31.7	26.9	68	sv	5	2	4
83513	10/04/1997	0	26.8	25.5	90	sv	0	0	0
83513	10/04/1997	1200	24.2	23.1	91	sv	0	0	10
83513	10/04/1997	1800	23.6	23.1	96	sv	32	1	10
83513	11/04/1997	0	23.8	23.5	97	sv	0	0	10
83513	11/04/1997	1200	25	23.7	89	sv	0	0	8
83513	11/04/1997	1800	24.2	22.9	89	sv	23	1	10
83513	12/04/1997	0	24	23.3	94	sv	0	0	0
83513	12/04/1997	1200	24.4	23.7	94	sv	18	1	10
83513	12/04/1997	1800	29.9	25.9	72	sv	32	1	8
83513	13/04/1997	0	24.4	23.7	94	sv	0	0	0
83513	13/04/1997	1200	25	24.7	97	sv	0	0	8
83513	13/04/1997	1800	30.7	26.1	68	sv	36	1	6
83513	14/04/1997	0	26.6	25.1	88	sv	14	1	0
83513	14/04/1997	1200	26	25.3	94	sv	5	2	4
83513	14/04/1997	1800	30.3	27.1	77	sv	0	0	8
83513	15/04/1997	0	25.6	25.1	96	sv	9	1	0
83513	15/04/1997	1200	25.8	24.7	91	sv	5	3	8
83513	15/04/1997	1800	23.6	22.7	92	sv	9	2	8
83513	16/04/1997	0	22.8	22.8	100	sv	0	0	0
83513	16/04/1997	1200	20.6	20.3	97	sv	9	1	10
83513	16/04/1997	1800	28.3	25.3	78	sv	5	2	4
83513	17/04/1997	0	25.2	24.3	92	sv	9	1	0
83513	17/04/1997	1200	25	23.3	86	sv	36	2	4
83513	17/04/1997	1800	31.9	27.5	70	sv	32	2	6
83513	18/04/1997	0	27	26.1	93	sv	0	0	0
83513	18/04/1997	1200	27.2	25.5	87	sv	5	1	2
83513	18/04/1997	1800	31.9	26.9	66	sv	36	2	6
83513	19/04/1997	0	26.8	25.7	91	sv	0	0	0
83513	19/04/1997	1200	27.4	25.9	88	sv	9	1	2
83513	19/04/1997	1800	32.9	27.4	64	sv	36	3	4
83513	20/04/1997	0	26.2	25.3	93	sv	0	0	0
83513	20/04/1997	1200	21.2	20.7	95	sv	14	1	10
83513	20/04/1997	1800	23.2	22.7	96	sv	36	1	10
83513	21/04/1997	0	22.6	22.1	96	sv	0	0	10
83513	21/04/1997	1200	22.4	22.1	97	sv	5	1	10
83513	21/04/1997	1800	27.4	24.1	75	sv	36	2	6
83513	22/04/1997	0	23.4	22.7	94	sv	0	0	0
83513	22/04/1997	1200	23.6	23.1	96	sv	0	0	8
83513	22/04/1997	1800	28.2	25.3	78	sv	32	1	8
83513	23/04/1997	0	23.8	23.5	97	sv	0	0	0
83513	23/04/1997	1200	23.8	22.9	92	sv	5	1	4
83513	23/04/1997	1800	30.5	25.7	67	sv	36	1	2
83513	24/04/1997	0	24.8	23.7	91	sv	0	0	0
83513	24/04/1997	1200	24.8	24.3	96	sv	0	0	0
83513	24/04/1997	1800	31.7	26.5	65	sv	36	2	2
83513	25/04/1997	0	25.2	24.5	94	sv	0	0	0
83513	25/04/1997	1200	26.8	25.7	91	sv	0	0	4
83513	25/04/1997	1800	20.6	19.7	92	sv	14	2	10
83513	26/04/1997	0	20.2	19.9	97	sv	23	2.1	10
83513	26/04/1997	1200	21.2	20.5	94	sv	18	2	8
83513	26/04/1997	1800	26.6	22.7	70	sv	14	1	4
83513	27/04/1997	0	22	20.9	90	sv	0	0	0
83513	27/04/1997	1200	21.6	19.9	85	sv	0	0	0
83513	27/04/1997	1800	29.3	24.7	67	sv	32	1	4
83513	28/04/1997	0	23.2	22.7	96	sv	0	0	0
83513	28/04/1997	1200	22.6	21.3	89	sv	18	1	4
83513	28/04/1997	1800	29.1	24.1	64	sv	23	2	8
83513	29/04/1997	0	22.4	22.1	97	sv	0	0	0
83513	29/04/1997	1200	21.4	19.7	85	sv	18	1	2
83513	29/04/1997	1800	30.7	25.1	62	sv	0	0	2
83513	30/04/1997	0	23.6	22.7	92	sv	0	0	0
83513	30/04/1997	1200	23.8	22.5	89	sv	0	0	0
83513	30/04/1997	1800	31.9	26.7	65	sv	36	1	2
83513	01/05/1997	0	25.2	24.3	92	sv	0	0	0
83513	01/05/1997	1200	25	23.5	88	sv	0	0	0
83513	01/05/1997	1800	32.7	27.1	63	sv	9	1	2
83513	02/05/1997	0	25.2	24.3	92	sv	0	0	0
83513	02/05/1997	1200	25.2	23.9	89	sv	0	0	0
83513	02/05/1997	1800	33.5	27.7	63	sv	0	0	4
83513	03/05/1997	0	25.4	24.5	93	sv	0	0	0
83513	03/05/1997	1200	25.2	23.5	86	sv	0	0	2
83513	03/05/1997	1800	29.2	24.3	65	sv	9	1	2
83513	04/05/1997	0	25	23.1	84	sv	0	0	0
83513	04/05/1997	1200	28.7	23.1	60	sv	0	0	0
83513	04/05/1997	1800	31.9	24.1	50	sv	14	1	4
83513	05/05/1997	0	23.2	22.1	90	sv	0	0	0
83513	05/05/1997	1200	24.2	21.1	75	sv	5	2	0
83513	05/05/1997	1800	31.5	24.5	54	sv	9	1	4
83513	06/05/1997	0	23.2	22.1	90	sv	0	0	0
83513	06/05/1997	1200	25.2	21.1	68	sv	9	1	0
83513	06/05/1997	1800	32.1	26.3	62	sv	9	1	2
83513	07/05/1997	0	23.2	22.7	96	sv	0	0	0
83513	07/05/1997	1200	24.2	21.1	75	sv	9	1	2
83513	07/05/1997	1800	32.1	25.1	55	sv	9	1	4
83513	08/05/1997	0	23.2	21.5	85	sv	0	0	0
83513	08/05/1997	1200	22.6	21.1	87	sv	0	0	6
83513	08/05/1997	1800	30.7	24.9	61	sv	0	0	4
83513	09/05/1997	0	24.2	22.8	88	sv	0	0	0
83513	09/05/1997	1200	23.6	22.1	87	sv	0	0	6
83513	09/05/1997	1800	31.1	23.1	48	sv	14	1	4
83513	10/05/1997	0	23.2	21.1	82	sv	0	0	0
83513	10/05/1997	1200	23.6	20.5	74	sv	0	0	4
83513	10/05/1997	1800	31.1	23.1	48	sv	5	1	2
83513	11/05/1997	0	21.2	21.1	99	sv	0	0	0
83513	11/05/1997	1200	24	20.1	68	sv	14	2	2
83513	11/05/1997	1800	31.5	24.1	52	sv	0	0	4
83513	12/05/1997	0	26.2	24.1	83	sv	0	0	0
83513	12/05/1997	1200	22.8	20.1	77	sv	5	1	4
83513	12/05/1997	1800	30.1	24.1	59	sv	0	0	8
83513	13/05/1997	0	22.2	21.5	94	sv	0	0	0
83513	13/05/1997	1200	23.2	22.1	90	sv	32	1	6
83513	13/05/1997	1800	26.2	24.1	83	sv	0	0	8
83513	14/05/1997	0	21.2	20.1	90	sv	0	0	0
83513	14/05/1997	1200	20.8	20.5	97	sv	0	0	10
83513	14/05/1997	1800	23.4	21.5	84	sv	23	2	10
83513	15/05/1997	0	21	19.7	88	sv	0	0	10
83513	15/05/1997	1200	19.6	18.7	91	sv	0	0	0
83513	15/05/1997	1800	25.4	21.1	66	sv	27	1	4
83513	16/05/1997	0	24.4	23.9	96	sv	0	0	0
83513	16/05/1997	1200	19.2	18.9	97	sv	0	0	0
83513	16/05/1997	1800	27.2	22.3	64	sv	36	1	4
83513	17/05/1997	0	22	21.3	94	sv	0	0	0
83513	17/05/1997	1200	23.4	22.1	89	sv	5	2	8
83513	17/05/1997	1800	30.3	26.3	72	sv	5	2	0
83513	18/05/1997	0	25.6	24.5	91	sv	0	0	0
83513	18/05/1997	1200	26.6	24.1	80	sv	9	3	4
83513	18/05/1997	1800	28	25.7	82	sv	0	0	8
83513	19/05/1997	0	24.2	23.7	96	sv	0	0	0
83513	19/05/1997	1200	24.4	22.9	87	sv	9	1	2
83513	19/05/1997	1800	31.1	26.1	66	sv	36	3	4
83513	20/05/1997	0	25	24.1	92	sv	0	0	0
83513	20/05/1997	1200	25.8	23.3	80	sv	5	2	2
83513	20/05/1997	1800	31.1	26.3	67	sv	36	2	4
83513	21/05/1997	0	25.2	24.3	92	sv	0	0	0
83513	21/05/1997	1200	26	23.9	83	sv	5	2	0
83513	21/05/1997	1800	31.1	26.3	67	sv	36	5	4
83513	22/05/1997	0	26.4	24.1	82	sv	5	2	0
83513	22/05/1997	1200	24.2	23.9	97	sv	18	1	10
83513	22/05/1997	1800	22.6	20.5	82	sv	18	3	10
83513	23/05/1997	0	20.8	19.3	86	sv	0	0	10
83513	23/05/1997	1200	16.6	15.1	84	sv	18	4	10
83513	23/05/1997	1800	19.4	17.1	78	sv	18	1	10
83513	24/05/1997	0	17.6	16.5	89	sv	0	0	10
83513	24/05/1997	1200	17.8	16.3	85	sv	23	2	10
83513	24/05/1997	1800	20.4	18.3	81	sv	23	4	10
83513	25/05/1997	0	17.4	15.7	83	sv	23	2	10
83513	25/05/1997	1200	17.2	16.1	89	sv	23	2	10
83513	25/05/1997	1800	20.8	18.9	83	sv	0	0	10
83513	26/05/1997	0	18	17.1	91	sv	23	1	0
83513	26/05/1997	1200	17.6	17.1	95	sv	0	0	8
83513	26/05/1997	1800	25	22.1	77	sv	9	1	6
83513	27/05/1997	0	20.8	20.5	97	sv	0	0	0
83513	27/05/1997	1200	20.2	19.9	97	sv	0	0	8
83513	27/05/1997	1800	26.8	23.5	75	sv	36	2	8
83513	28/05/1997	0	21.6	21.1	95	sv	0	0	0
83513	28/05/1997	1200	20.6	19.5	90	sv	23	2	8
83513	28/05/1997	1800	22	20.5	87	sv	23	2	8
83513	29/05/1997	0	17.8	17.1	93	sv	23	2	0
83513	29/05/1997	1200	17	16.3	93	sv	18	1	4
83513	29/05/1997	1800	25.4	22.1	74	sv	27	1	4
83513	30/05/1997	0	21.6	21.1	95	sv	0	0	0
83513	30/05/1997	1200	21	20.5	95	sv	0	0	4
83513	30/05/1997	1800	29.3	24.7	67	sv	5	2	2
83513	31/05/1997	0	23.8	23.3	96	sv	0	0	0
83513	31/05/1997	1200	23	21.3	85	sv	0	0	2
83513	31/05/1997	1800	30.7	25.7	66	sv	14	1	2
83513	01/06/1997	0	23.8	22.1	86	sv	0	0	0
83513	01/06/1997	1200	20.6	19.5	90	sv	14	1	4
83513	01/06/1997	1800	28.2	23.3	64	sv	36	1	2
83513	02/06/1997	0	22.6	21.5	90	sv	14	1	0
83513	02/06/1997	1200	20.8	19.9	92	sv	0	0	2
83513	02/06/1997	1800	30.1	24.7	63	sv	36	1	2
83513	03/06/1997	0	23.4	22.7	94	sv	0	0	0
83513	03/06/1997	1200	20.4	19.9	95	sv	0	0	10
83513	03/06/1997	1800	25.8	23.1	79	sv	9	2	6
83513	04/06/1997	0	23.8	22.9	92	sv	0	0	10
83513	04/06/1997	1200	22.6	21.7	92	sv	0	0	8
83513	04/06/1997	1800	29.3	23.7	61	sv	36	6	8
83513	05/06/1997	0	25.2	23.3	84	sv	5	1	0
83513	05/06/1997	1200	25.8	23.5	82	sv	36	3	8
83513	05/06/1997	1800	27.6	24.7	78	sv	36	4	6
83513	06/06/1997	0	23.6	23.3	97	sv	0	0	0
83513	06/06/1997	1200	22	21.7	97	sv	0	0	10
83513	06/06/1997	1800	21.8	19.9	83	sv	23	3	10
83513	07/06/1997	0	20.6	19.7	92	sv	23	1	0
83513	07/06/1997	1200	17.8	15.3	75	sv	18	4	2
83513	07/06/1997	1800	20.6	15.9	59	sv	18	1	6
83513	08/06/1997	0	17	15.3	83	sv	0	0	0
83513	08/06/1997	1200	13.8	11.6	75	sv	18	2	0
83513	08/06/1997	1800	19.2	13.3	47	sv	18	3	0
83513	09/06/1997	0	11.6	11.4	97	sv	0	0	0
83513	09/06/1997	1200	12.6	11.8	90	sv	0	0	0
83513	09/06/1997	1800	22	15.9	50	sv	0	0	0
83513	10/06/1997	0	14.2	13.5	92	sv	0	0	0
83513	10/06/1997	1200	15.6	14.3	86	sv	14	1	2
83513	10/06/1997	1800	26.8	21.1	58	sv	36	4	2
83513	11/06/1997	0	22.2	20.9	88	sv	0	0	0
83513	11/06/1997	1200	21.2	20.9	97	sv	5	1	10
83513	11/06/1997	1800	27	24.1	78	sv	36	4	8
83513	12/06/1997	0	23.4	22.7	94	sv	5	1	0
83513	12/06/1997	1200	23.8	22.7	91	sv	0	0	2
83513	12/06/1997	1800	30.9	25.5	63	sv	36	2	4
83513	13/06/1997	0	24.8	23.7	91	sv	36	2	4
83513	13/06/1997	1200	26.2	24	82	sv	5	2	2
83513	13/06/1997	1800	32.1	26.1	61	sv	36	3	4
83513	14/06/1997	0	26.2	24.1	83	sv	36	5	2
83513	14/06/1997	1200	21.8	20.7	90	sv	27	5	6
83513	14/06/1997	1800	21.8	20.3	87	sv	23	8	8
83513	15/06/1997	0	19.2	18.9	97	sv	0	0	10
83513	15/06/1997	1200	19	18.7	97	sv	0	0	6
83513	15/06/1997	1800	20.6	18.9	84	sv	18	5	8
83513	16/06/1997	0	19.4	18.9	95	sv	0	0	8
83513	16/06/1997	1200	20.2	19.1	90	sv	0	0	6
83513	16/06/1997	1800	21.6	21.1	95	sv	32	2	10
83513	17/06/1997	0	20	19.5	95	sv	9	2	10
83513	17/06/1997	1200	20.6	20.1	95	sv	0	0	8
83513	17/06/1997	1800	28.8	24.7	70	sv	36	2	6
