02/01/1996 00:00,3.0,0.0,2.0,3.0,60.0,4.1,800.0,62.0,2.0,1005.9,945.2,0.0,25.8,22.3,0.0,24.0,0.0,81.0,20000.0,2.0,2.0,0.0,9.0
02/01/1996 03:00,1.0,1.0,2.0,3.0,60.0,4.1,800.0,62.0,2.0,1008.2,947.4,0.0,24.8,21.5,0.0,0.0,0.0,82.0,20000.0,2.2,0.0,0.0,0.0
02/01/1996 06:00,6.0,1.0,2.0,3.0,90.0,2.1,800.0,88.0,2.0,1005.9,945.0,0.0,23.8,20.9,0.0,24.0,0.0,84.0,20000.0,-2.4,0.0,0.0,0.0
02/01/1996 09:00,3.0,1.0,2.0,3.0,30.0,3.1,800.0,88.0,2.0,1007.6,946.2,0.0,22.0,19.0,0.0,0.0,0.0,83.0,20000.0,1.2,0.0,0.0,0.0
02/01/1996 18:00,7.0,0.0,2.0,0.0,0.0,0.0,800.0,75.0,6.0,1006.5,945.4,0.0,32.0,20.6,0.0,24.0,0.0,51.0,20000.0,-2.4,0.0,0.0,0.0
02/01/1996 21:00,6.0,0.0,2.0,0.0,90.0,3.1,800.0,38.0,3.0,1004.8,944.2,0.0,32.0,20.6,0.0,0.0,0.0,51.0,20000.0,-1.2,0.0,0.0,0.0
04/01/1996 03:00,0.0,11.0,32.0,23.0,90.0,3.0,800.0,90.0,3.0,1007.6,946.4,0.0,22.8,22.3,0.0,0.0,0.0,0.0,20000.0,0.7,2.0,2.0,6.0
07/01/1996 06:00,5.0,11.0,32.0,20.0,0.0,1.0,800.0,90.0,3.0,1008.0,946.6,0.0,23.0,22.3,0.0,6.0,0.0,0.0,20000.0,-0.2,2.0,1.0,1.0
08/01/1996 06:00,0.0,11.0,38.0,20.0,30.0,5.0,800.0,90.0,5.0,1009.9,949.0,0.0,24.8,22.3,0.0,6.0,0.0,0.0,20000.0,0.1,2.0,1.0,1.0
11/01/1996 00:00,3.0,60.0,62.0,61.0,0.0,1.0,0.0,0.0,0.0,1007.8,947.6,0.0,28.2,23.8,0.0,6.0,32.5,0.0,20000.0,1.5,2.0,1.0,1.0
14/01/1996 12:00,2.0,11.0,35.0,23.0,100.0,7.0,250.0,75.0,3.0,1013.8,951.8,10.0,25.4,22.1,23.0,24.0,0.0,0.0,20000.0,1.8,2.0,1.0,1.0
