--------------------
BDMEP - INMET
--------------------
Estação           : PONTA PORA - MS (OMM: 83702)
Latitude  (graus) : -22.55
Longitude (graus) : -55.71
Altitude  (metros): 650.00
Estação Operante
Inicio de operação: 24/11/1941
Periodo solicitado dos dados: 30/03/1700 a 12/08/2015
Os dados listados abaixo são os que encontram-se digitados no BDMEP
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;DirecaoVento;VelocidadeVentoMedia;VelocidadeVentoMaximaMedia;EvaporacaoPiche;EvapoBHPotencial;EvapoBHReal;InsolacaoTotal;NebulosidadeMedia;NumDiasPrecipitacao;PrecipitacaoTotal;PressaoNivelMarMedia;PressaoMedia;TempMaximaMedia;TempCompensadaMedia;TempMinimaMedia;UmidadeRelativaMedia;VisibilidadeMedia;
83702;31/07/1964;0000;0;2.27957;5;93.4;;;;3.55914;7;52.2;;941.454839;21.090323;13.934194;8.941935;73.314516;;
83702;31/08/1964;0000;0;2.387097;5;109.8;;;;4.978495;12;100.6;;940.082796;24.63871;17.516129;13.16129;77.169355;;
83702;30/09/1964;0000;32;2;5;142.6;;;;4.688889;11;45;;938.662222;26.233333;19.366667;14.72;70.85;;
83702;31/10/1964;0000;9;2.075269;4;152.4;;;;3.827957;8;94.3;;937.546237;27.522581;20.658065;15.129032;65.241935;;
83702;30/11/1964;0000;32;2.188889;5;139.8;;;;3.655556;7;199.6;;936.01;28.606667;21.646667;16.386667;67.433333;;
83702;31/12/1964;0000;36;2.236559;5;79.1;;;;5.817204;14;251.2;;933.610753;28.012903;22.219355;17.825806;77.629032;;
83702;31/01/1965;0000;0;2;4;82.9;;;;5.387097;16;220;;934.356989;28.954839;22.71871;18.477419;77.935484;;
83702;28/02/1965;0000;32;1.642857;3;74.2;;;;5.166667;11;223.2;;933.552381;29.95;23.881429;19.714286;77.3125;;
83702;31/03/1965;0000;5;1.752688;3;83.1;;;;4.311828;10;135;;937.360215;27.477419;20.606452;16.006452;75.209677;;
83702;30/04/1965;0000;18;1.8;4;69.5;;;;4.577778;11;140.6;;937.011111;27.313333;20.856;16.5;77.608333;;
83702;31/05/1965;0000;23;2.064516;4;64.5;;;;5.623656;11;232.2;;939.039785;24.23871;18.140645;14.045161;77.66129;;
83702;30/06/1965;0000;36;2.055556;5;62.3;;;;3.522222;7;163.4;;941.354444;24.6;17.969333;13.733333;76.625;;
83702;31/07/1965;0000;36;2.358065;6;88.6;;;;4.064516;5;132.2;;940.175269;22.219355;15.07871;8.741935;75.580645;;
83702;31/08/1965;0000;0;2.139785;5;132.2;;;;3.88172;5;28.2;;938.222581;26.529032;18.812903;13.516129;66.66129;;
83702;30/09/1965;0000;5;2.244444;4;123.6;;;;4.477778;8;57;;937.652222;26.586667;19.986667;15.086667;70.441667;;
83702;31/10/1965;0000;32;2.204301;5;105.6;;;;4.591398;12;315.2;;936.2;27.367742;21.051613;16.129032;73.927419;;
83702;30/11/1965;0000;14;2.055556;4;100;;;;5.077778;11;136.4;;935.922222;29.133333;22.525333;17.606667;71.9;;
83702;31/12/1965;0000;32;2.354839;5;67.8;;;;6.634409;18;362.6;;935.015054;28.43871;23.20129;19.63871;80.782258;;
83702;31/01/1966;0000;27;2.107527;4;83.2;;;;4.967742;9;164;;934.835484;29.877419;24.063226;19.367742;74.822581;;
83702;28/02/1966;0000;18;2.107143;4;52;;;;6.654762;15;117.2;;935.079762;29.285714;23.917143;19.907143;79.919643;;
83702;31/03/1966;0000;36;2.150538;5;83.9;;;;4.483871;15;267.4;;936.760215;28.658065;22.547097;18.219355;74.766129;;
83702;30/04/1966;0000;5;1.877778;4;72.9;;;;4.033333;8;88.2;;938.338889;27.126667;20.768;16.26;73.75;;
83702;31/05/1966;0000;27;2.032258;4;59.7;;;;3.967742;9;124.2;;940.068817;24.458065;18.265806;14.025806;77.322581;;
83702;30/06/1966;0000;36;2.455556;5;92.6;;;;3.111111;5;122.6;;938.96;24.706667;18.289333;13.8;71.825;;
83702;31/07/1966;0000;9;2.322581;5;93.7;;;;3.806452;6;59;;941.045161;22.941935;16.132903;11.303226;73.685484;;
83702;31/08/1966;0000;18;2.526882;6;139.9;;;;2.774194;4;9;;940.31828;25.070968;17.065806;10.954839;59.572581;;
83702;30/09/1966;0000;36;2.133333;4;134.8;;;;3.144444;7;63.6;;939.331111;26.306667;19.157333;13.726667;62.975;;
83702;31/10/1966;0000;36;2.215054;5;102.6;;;;4.870968;16;212;;936.17957;27.754839;21.80129;17.303226;73.508065;;
83702;30/11/1966;0000;5;1.955556;4;111;;;;3.366667;4;90.8;;935.811111;29.473333;22.828;17.24;67.958333;;
